latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
41.45547,1.97831,304.9,0.44,0.38,2019-07-01,0130,N,VIIRS,n,1.0NRT,294.7,0.9,N
41.52786,1.80513,304.4,0.45,0.39,2019-07-01,0130,N,VIIRS,n,1.0NRT,293.1,0.8,N
36.96622,-1.90233,308.4,0.57,0.43,2019-07-01,0130,N,VIIRS,n,1.0NRT,295.4,2,N
38.10108,-3.61991,306.1,0.48,0.48,2019-07-01,0130,N,VIIRS,n,1.0NRT,292.1,0.6,N
39.86227,-5.33452,309.6,0.61,0.53,2019-07-01,0130,N,VIIRS,n,1.0NRT,291.4,1.8,N
39.86725,-5.33408,306.3,0.61,0.53,2019-07-01,0130,N,VIIRS,n,1.0NRT,291.4,1.2,N
40.27245,-4.49023,312.8,0.56,0.51,2019-07-01,0130,N,VIIRS,n,1.0NRT,292.4,3.1,N
40.27197,-4.48396,316.1,0.56,0.51,2019-07-01,0130,N,VIIRS,n,1.0NRT,293.1,3.5,N
39.93647,-3.74428,307.9,0.5,0.49,2019-07-01,0130,N,VIIRS,n,1.0NRT,293.6,1.3,N
40.24623,-3.47371,315.9,0.49,0.49,2019-07-01,0130,N,VIIRS,n,1.0NRT,293.7,2.2,N
40.29536,-4.47326,307.2,0.56,0.51,2019-07-01,0130,N,VIIRS,n,1.0NRT,290.6,1.3,N
40.27245,-4.48885,314.2,0.56,0.51,2019-07-01,0130,N,VIIRS,n,1.0NRT,292.3,2.5,N
40.27201,-4.48252,313,0.56,0.51,2019-07-01,0130,N,VIIRS,n,1.0NRT,292.7,2.5,N
41.47564,-1.48568,306.3,0.4,0.45,2019-07-01,0130,N,VIIRS,n,1.0NRT,294,0.1,N
41.31223,1.66148,314.9,0.45,0.39,2019-07-01,0130,N,VIIRS,n,1.0NRT,294,1.8,N
38.39415,-5.78957,301.3,0.53,0.67,2019-07-01,0312,N,VIIRS,n,1.0NRT,287.3,0.6,N
39.86263,-5.33685,301.3,0.51,0.66,2019-07-01,0312,N,VIIRS,n,1.0NRT,290,0.7,N
40.2943,-4.47322,306.3,0.54,0.68,2019-07-01,0312,N,VIIRS,n,1.0NRT,288.1,1,N
40.24472,-3.47409,311.5,0.61,0.71,2019-07-01,0312,N,VIIRS,n,1.0NRT,289.1,2.2,N
40.24397,-3.47651,306.1,0.61,0.71,2019-07-01,0312,N,VIIRS,n,1.0NRT,288.6,2.1,N
43.55756,-5.90521,304.8,0.37,0.58,2019-07-01,0312,N,VIIRS,n,1.0NRT,287.9,1.6,N
38.88885,-6.63361,344.2,0.39,0.44,2019-07-01,1254,N,VIIRS,n,1.0NRT,311.8,3.1,D
38.89891,-7.073,354.1,0.41,0.45,2019-07-01,1254,N,VIIRS,n,1.0NRT,318.9,12.8,D
40.30053,-4.89694,338.4,0.47,0.4,2019-07-01,1254,N,VIIRS,l,1.0NRT,310.6,41.1,D
38.89714,-7.07386,346.4,0.41,0.45,2019-07-01,1254,N,VIIRS,n,1.0NRT,318,2.7,D
42.59133,2.95749,338.4,0.46,0.39,2019-07-01,1254,N,VIIRS,n,1.0NRT,304.4,2.5,D
40.29683,-4.89645,346.4,0.47,0.4,2019-07-01,1254,N,VIIRS,l,1.0NRT,319.1,41.1,D
38.90117,-7.07534,349.8,0.41,0.45,2019-07-01,1254,N,VIIRS,n,1.0NRT,316,6.8,D
41.3138,1.66185,309.7,0.48,0.48,2019-07-02,0112,N,VIIRS,n,1.0NRT,293.2,1.5,N
36.9679,-1.90501,307.1,0.34,0.56,2019-07-02,0112,N,VIIRS,n,1.0NRT,292.9,1.1,N
37.56677,-0.91739,303.2,0.61,0.53,2019-07-02,0112,N,VIIRS,n,1.0NRT,293.1,0.4,N
39.93594,-3.74428,306.6,0.45,0.63,2019-07-02,0112,N,VIIRS,n,1.0NRT,290.5,1.1,N
39.93368,-3.7449,301.5,0.45,0.63,2019-07-02,0112,N,VIIRS,n,1.0NRT,290,0.8,N
40.04896,-6.06407,302.6,0.6,0.7,2019-07-02,0112,N,VIIRS,n,1.0NRT,289.6,0.7,N
40.24271,-3.47459,308,0.44,0.62,2019-07-02,0112,N,VIIRS,n,1.0NRT,290.7,1.2,N
41.47609,-1.48704,300.1,0.35,0.57,2019-07-02,0112,N,VIIRS,n,1.0NRT,286.9,0.2,N
41.31319,1.66326,307.8,0.59,0.7,2019-07-02,0254,N,VIIRS,n,1.0NRT,289.4,1.8,N
41.40525,1.99928,300.1,0.61,0.71,2019-07-02,0254,N,VIIRS,n,1.0NRT,289.5,0.7,N
37.25893,-5.47256,303.4,0.34,0.56,2019-07-02,0254,N,VIIRS,n,1.0NRT,289.4,0.5,N
37.90215,-4.76471,305.1,0.35,0.57,2019-07-02,0254,N,VIIRS,n,1.0NRT,292.2,0.4,N
39.93485,-3.74613,304.5,0.35,0.57,2019-07-02,0254,N,VIIRS,n,1.0NRT,290.4,1.1,N
40.24398,-3.47123,309.7,0.36,0.57,2019-07-02,0254,N,VIIRS,n,1.0NRT,290.4,1.3,N
40.24507,-3.47529,310.1,0.36,0.57,2019-07-02,0254,N,VIIRS,n,1.0NRT,291.1,1.3,N
37.48281,-4.30132,345.7,0.56,0.52,2019-07-02,1236,N,VIIRS,n,1.0NRT,305.9,5.4,D
35.2823,-3.02048,350.4,0.54,0.51,2019-07-02,1236,N,VIIRS,n,1.0NRT,306.1,7.5,D
37.48385,-4.30152,334.1,0.56,0.52,2019-07-02,1236,N,VIIRS,n,1.0NRT,304.9,4.2,D
37.47909,-4.30046,338.3,0.56,0.52,2019-07-02,1236,N,VIIRS,n,1.0NRT,305.6,5,D
37.69197,-0.97735,337.2,0.57,0.43,2019-07-02,1236,N,VIIRS,n,1.0NRT,304.7,8.7,D
40.24593,-3.47249,338.2,0.44,0.46,2019-07-02,1236,N,VIIRS,l,1.0NRT,312.2,6.7,D
38.69621,-6.47383,340,0.34,0.56,2019-07-02,1236,N,VIIRS,l,1.0NRT,314.2,3.6,D
41.37132,-5.45607,355.6,0.59,0.7,2019-07-02,1418,N,VIIRS,n,1.0NRT,308.4,9.6,D
37.24734,-3.73849,339.4,0.69,0.74,2019-07-02,1418,N,VIIRS,n,1.0NRT,301.8,6.8,D
37.24743,-3.73325,349.7,0.69,0.74,2019-07-02,1418,N,VIIRS,n,1.0NRT,301.2,6.8,D
41.3105,1.65933,301.5,0.43,0.62,2019-07-03,0054,N,VIIRS,n,1.0NRT,289.6,1,N
41.3103,1.66007,301.8,0.43,0.62,2019-07-03,0054,N,VIIRS,n,1.0NRT,289.4,0.9,N
37.90108,-4.76636,303.9,0.41,0.45,2019-07-03,0236,N,VIIRS,n,1.0NRT,292.1,0.6,N
38.85851,-7.00669,303.2,0.47,0.4,2019-07-03,0236,N,VIIRS,n,1.0NRT,289.8,0.5,N
41.40484,1.9965,299.8,0.36,0.57,2019-07-03,0236,N,VIIRS,n,1.0NRT,288.7,0.8,N
41.31071,1.65962,301.1,0.35,0.57,2019-07-03,0236,N,VIIRS,n,1.0NRT,289.2,0.5,N
41.30967,1.66343,299.9,0.35,0.57,2019-07-03,0236,N,VIIRS,n,1.0NRT,289.2,0.5,N
40.24476,-3.47168,319.6,0.42,0.45,2019-07-03,0236,N,VIIRS,n,1.0NRT,292.2,1.6,N
39.93695,-3.74293,316.4,0.41,0.45,2019-07-03,0236,N,VIIRS,n,1.0NRT,292.8,1.2,N
38.66483,-4.04538,302.7,0.42,0.45,2019-07-03,0236,N,VIIRS,n,1.0NRT,290.2,0.8,N
40.48916,-3.59421,339.9,0.38,0.59,2019-07-03,1218,N,VIIRS,n,1.0NRT,300.4,1.8,D
40.4903,-3.58999,346.1,0.38,0.59,2019-07-03,1218,N,VIIRS,n,1.0NRT,300.1,1.8,D
40.49087,-3.5665,335,0.38,0.58,2019-07-03,1218,N,VIIRS,n,1.0NRT,302.9,2.4,D
39.42967,-0.3859,333.3,0.56,0.51,2019-07-03,1218,N,VIIRS,l,1.0NRT,305.6,4,D
39.06248,-0.55805,331.7,0.58,0.52,2019-07-03,1218,N,VIIRS,l,1.0NRT,304.8,2.2,D
39.06333,-0.5572,331.3,0.58,0.52,2019-07-03,1218,N,VIIRS,l,1.0NRT,304.9,3.4,D
40.49547,-3.59233,336.6,0.38,0.59,2019-07-03,1218,N,VIIRS,n,1.0NRT,301.7,1.8,D
37.30502,-5.10389,335.4,0.32,0.54,2019-07-03,1354,N,VIIRS,l,1.0NRT,305.7,1.5,D
40.8326,-3.6772,367,0.41,0.6,2019-07-03,1400,N,VIIRS,h,1.0NRT,311.6,27.8,D
41.6911,-0.86831,332.7,0.58,0.69,2019-07-03,1400,N,VIIRS,l,1.0NRT,303.1,3.9,D
40.83552,-3.67551,338.6,0.41,0.61,2019-07-03,1400,N,VIIRS,n,1.0NRT,301.3,15.1,D
40.83529,-3.68115,367,0.41,0.6,2019-07-03,1400,N,VIIRS,h,1.0NRT,305.8,17.7,D
40.82967,-3.68013,356.9,0.41,0.6,2019-07-03,1400,N,VIIRS,n,1.0NRT,309.4,10.9,D
40.8299,-3.67458,339.3,0.41,0.61,2019-07-03,1400,N,VIIRS,n,1.0NRT,302.5,11.5,D
40.83795,-3.68381,340.1,0.41,0.6,2019-07-03,1400,N,VIIRS,n,1.0NRT,295.3,7.2,D
40.83234,-3.6829,355.9,0.41,0.6,2019-07-03,1400,N,VIIRS,n,1.0NRT,301,7.2,D
40.827,-3.67609,330.3,0.41,0.6,2019-07-03,1400,N,VIIRS,n,1.0NRT,302.7,4.3,D
43.55554,-5.90445,308.3,0.39,0.36,2019-07-04,0212,N,VIIRS,n,1.0NRT,283.9,0.8,N
43.55484,-5.89967,297.3,0.39,0.36,2019-07-04,0212,N,VIIRS,n,1.0NRT,274.6,0.8,N
42.81388,-1.74386,310.2,0.43,0.38,2019-07-04,0212,N,VIIRS,n,1.0NRT,290.3,1.1,N
43.53924,-5.831,308.6,0.39,0.36,2019-07-04,0212,N,VIIRS,n,1.0NRT,259.3,0.9,N
43.54467,-5.84438,297.1,0.39,0.36,2019-07-04,0212,N,VIIRS,n,1.0NRT,268.2,0.6,N
39.93596,-3.74516,317.6,0.41,0.37,2019-07-04,0218,N,VIIRS,n,1.0NRT,294.5,2.3,N
40.11047,-4.12957,301.2,0.4,0.37,2019-07-04,0218,N,VIIRS,n,1.0NRT,289.5,1.1,N
40.1138,-4.12859,301.3,0.4,0.37,2019-07-04,0218,N,VIIRS,n,1.0NRT,288.8,2.2,N
40.11299,-4.12395,332.9,0.4,0.37,2019-07-04,0218,N,VIIRS,n,1.0NRT,291.1,2.2,N
41.58962,-1.20383,313.2,0.47,0.39,2019-07-04,0218,N,VIIRS,n,1.0NRT,289.5,0.7,N
41.64803,-0.76949,304,0.48,0.4,2019-07-04,0218,N,VIIRS,n,1.0NRT,292,0.8,N
41.31291,1.66283,315,0.41,0.45,2019-07-04,0218,N,VIIRS,n,1.0NRT,293.5,1.9,N
41.40636,1.99723,306.9,0.43,0.46,2019-07-04,0218,N,VIIRS,n,1.0NRT,292.9,0.7,N
40.24483,-3.47549,326.7,0.41,0.37,2019-07-04,0218,N,VIIRS,n,1.0NRT,295.3,2.1,N
27.87602,-15.44972,309.1,0.4,0.44,2019-07-04,0218,N,VIIRS,n,1.0NRT,290.4,0.6,N
37.42431,-4.64585,299.2,0.41,0.37,2019-07-04,0218,N,VIIRS,n,1.0NRT,288.2,0.3,N
39.04457,-5.77429,302.7,0.39,0.36,2019-07-04,0218,N,VIIRS,n,1.0NRT,288.4,0.6,N
39.04529,-5.77871,307.6,0.39,0.36,2019-07-04,0218,N,VIIRS,n,1.0NRT,289.2,0.6,N
42.8463,-2.5351,342.4,0.55,0.51,2019-07-04,1336,N,VIIRS,n,1.0NRT,282.9,8.8,D
37.44379,-5.75301,336.1,0.5,0.41,2019-07-04,1336,N,VIIRS,l,1.0NRT,307.2,1.9,D
43.22378,-2.87809,312.8,0.41,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,291.4,1.1,N
39.93582,-3.74584,318.6,0.41,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,291.7,3.5,N
40.57632,0.53967,303.6,0.4,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,293.1,0.7,N
41.47398,-1.48882,305.4,0.39,0.36,2019-07-05,0154,N,VIIRS,n,1.0NRT,292.3,0.9,N
41.64785,-0.76673,303.9,0.38,0.36,2019-07-05,0154,N,VIIRS,n,1.0NRT,292.4,0.7,N
41.31172,1.66036,316.3,0.41,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,293.6,2,N
41.31392,1.66263,312.1,0.41,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,294.3,1.3,N
41.40527,1.9998,312.7,0.42,0.38,2019-07-05,0154,N,VIIRS,n,1.0NRT,293.9,1.2,N
41.45565,1.97954,307.9,0.42,0.38,2019-07-05,0154,N,VIIRS,n,1.0NRT,294,1,N
41.52864,1.80644,303,0.41,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,291.4,0.7,N
41.47413,2.18146,304,0.42,0.38,2019-07-05,0154,N,VIIRS,n,1.0NRT,293.2,0.8,N
41.92415,0.18099,304.1,0.39,0.36,2019-07-05,0154,N,VIIRS,n,1.0NRT,292.3,0.8,N
42.84645,-2.53462,328.6,0.4,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,292.4,2.1,N
42.84981,-2.53374,303.6,0.4,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,290.7,0.4,N
42.81401,-1.73962,306.7,0.39,0.36,2019-07-05,0154,N,VIIRS,n,1.0NRT,290.7,1.7,N
43.22509,-2.88018,315.5,0.41,0.37,2019-07-05,0154,N,VIIRS,n,1.0NRT,291.5,1.2,N
38.31758,-6.7177,300.4,0.5,0.41,2019-07-05,0200,N,VIIRS,n,1.0NRT,288.3,0.5,N
38.71521,-6.68141,298.1,0.5,0.41,2019-07-05,0200,N,VIIRS,n,1.0NRT,287.7,0.4,N
27.8942,-15.46364,342,0.38,0.59,2019-07-05,0200,N,VIIRS,n,1.0NRT,292.4,3.6,N
27.89491,-15.46478,345.7,0.38,0.59,2019-07-05,0200,N,VIIRS,n,1.0NRT,292.8,3.8,N
36.96484,-1.90293,310.5,0.38,0.36,2019-07-05,0200,N,VIIRS,n,1.0NRT,287.4,0.4,N
38.31735,-6.71864,297.4,0.5,0.41,2019-07-05,0200,N,VIIRS,n,1.0NRT,287.3,0.5,N
27.89471,-15.46165,305.9,0.66,0.73,2019-07-05,0342,N,VIIRS,n,1.0NRT,290.8,1.4,N
27.89286,-15.46501,304,0.66,0.73,2019-07-05,0342,N,VIIRS,n,1.0NRT,291.1,1.5,N
40.89199,0.49661,342,0.66,0.73,2019-07-05,1142,N,VIIRS,n,1.0NRT,299.4,4,D
37.5996,-4.69449,340,0.39,0.36,2019-07-05,1318,N,VIIRS,l,1.0NRT,314.1,2.6,D
37.81369,-2.58462,367,0.44,0.38,2019-07-05,1318,N,VIIRS,l,1.0NRT,330.2,67.9,D
37.81017,-2.58385,346.3,0.44,0.38,2019-07-05,1318,N,VIIRS,l,1.0NRT,317.4,67.9,D
36.47861,-5.72513,349.7,0.38,0.36,2019-07-05,1318,N,VIIRS,n,1.0NRT,319.6,16.6,D
36.47926,-5.72087,350.8,0.38,0.36,2019-07-05,1318,N,VIIRS,l,1.0NRT,323.9,16.6,D
36.47597,-5.7201,354.8,0.38,0.36,2019-07-05,1318,N,VIIRS,n,1.0NRT,317.8,16.6,D
43.54071,-5.83123,334.5,0.4,0.37,2019-07-05,1318,N,VIIRS,l,1.0NRT,306.8,3.7,D
40.41694,-3.46128,348.7,0.44,0.38,2019-07-05,1318,N,VIIRS,l,1.0NRT,319.6,14.3,D
43.52304,-5.72892,331.1,0.4,0.37,2019-07-05,1318,N,VIIRS,l,1.0NRT,302.7,6.8,D
38.68,-4.18971,348.2,0.4,0.37,2019-07-05,1318,N,VIIRS,n,1.0NRT,318.9,4.7,D
37.60292,-4.69525,339.6,0.39,0.36,2019-07-05,1318,N,VIIRS,l,1.0NRT,314.5,1.8,D
41.19002,1.22177,305.6,0.41,0.37,2019-07-06,0136,N,VIIRS,n,1.0NRT,295,0.6,N
36.96548,-1.9031,304.4,0.48,0.4,2019-07-06,0136,N,VIIRS,n,1.0NRT,282.4,1.7,N
37.81194,-2.58133,321.8,0.52,0.42,2019-07-06,0136,N,VIIRS,n,1.0NRT,279.2,3.9,N
37.81261,-2.5872,328.5,0.52,0.42,2019-07-06,0136,N,VIIRS,n,1.0NRT,278.3,5,N
37.81385,-2.58678,329.1,0.52,0.42,2019-07-06,0136,N,VIIRS,n,1.0NRT,278.6,3.5,N
38.57685,-0.30697,314.4,0.44,0.38,2019-07-06,0136,N,VIIRS,n,1.0NRT,291.7,1.1,N
39.21735,-6.116,303.2,0.55,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,287.7,1,N
39.2221,-6.11576,350.5,0.55,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,292.1,12.2,N
39.21796,-6.11528,314.4,0.55,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,288,3.2,N
39.22271,-6.11507,345.7,0.55,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,291.4,12.6,N
39.93079,-5.89894,299.3,0.54,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,288.6,11.9,N
39.9313,-5.9054,339.3,0.54,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,290.7,11.9,N
39.936,-5.90476,337.9,0.54,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,290.1,7.4,N
39.93221,-5.89872,298.9,0.54,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,288.6,5.6,N
39.93267,-5.90516,340.9,0.54,0.51,2019-07-06,0136,N,VIIRS,n,1.0NRT,293.6,24.8,N
39.93352,-3.74235,303.6,0.42,0.45,2019-07-06,0136,N,VIIRS,n,1.0NRT,292.1,1.6,N
40.24408,-3.47128,319.7,0.41,0.45,2019-07-06,0136,N,VIIRS,n,1.0NRT,294.1,3.2,N
40.42213,-3.49901,303.2,0.41,0.45,2019-07-06,0136,N,VIIRS,n,1.0NRT,289.1,0.4,N
41.24178,1.86223,311.8,0.4,0.37,2019-07-06,0136,N,VIIRS,n,1.0NRT,296.1,1.1,N
41.31211,1.66417,316.6,0.41,0.37,2019-07-06,0136,N,VIIRS,n,1.0NRT,294.9,1.9,N
41.45517,1.98216,313.1,0.4,0.37,2019-07-06,0136,N,VIIRS,n,1.0NRT,294.8,1.6,N
41.47535,2.18409,305.9,0.4,0.37,2019-07-06,0136,N,VIIRS,n,1.0NRT,294.9,0.7,N
42.55448,-6.76257,296.2,0.64,0.54,2019-07-06,0136,N,VIIRS,n,1.0NRT,285.4,0.4,N
42.81347,-1.74179,303.3,0.55,0.42,2019-07-06,0136,N,VIIRS,n,1.0NRT,291,1,N
37.17574,-6.89034,307.2,0.61,0.71,2019-07-06,0318,N,VIIRS,n,1.0NRT,289.7,1.3,N
39.22069,-6.11824,298.8,0.58,0.7,2019-07-06,0318,N,VIIRS,n,1.0NRT,287,1.1,N
39.22209,-6.1179,299.2,0.58,0.7,2019-07-06,0318,N,VIIRS,n,1.0NRT,287.6,1.4,N
39.93534,-5.90379,304.7,0.57,0.69,2019-07-06,0318,N,VIIRS,n,1.0NRT,287.9,1.3,N
39.93709,-5.90399,299.5,0.57,0.69,2019-07-06,0318,N,VIIRS,n,1.0NRT,287.5,1.3,N
40.24641,-3.47239,308,0.72,0.76,2019-07-06,0318,N,VIIRS,n,1.0NRT,289.5,1.5,N
42.98198,-9.08815,300.1,0.33,0.55,2019-07-06,0318,N,VIIRS,n,1.0NRT,285,0.7,N
27.9098,-15.41208,301.4,0.35,0.57,2019-07-06,0324,N,VIIRS,n,1.0NRT,290.7,0.5,N
43.52345,-5.72853,335.1,0.41,0.37,2019-07-06,1300,N,VIIRS,n,1.0NRT,302.3,5.7,D
43.53976,-5.8323,346.4,0.41,0.37,2019-07-06,1300,N,VIIRS,n,1.0NRT,307.2,5.6,D
43.52257,-5.73353,337.1,0.41,0.37,2019-07-06,1300,N,VIIRS,n,1.0NRT,305.8,7.1,D
41.60003,-0.82378,344.7,0.4,0.37,2019-07-06,1300,N,VIIRS,l,1.0NRT,316,8.7,D
41.16179,-1.55994,342.6,0.39,0.36,2019-07-06,1300,N,VIIRS,n,1.0NRT,316.1,2.4,D
41.68784,-0.97021,341.1,0.39,0.37,2019-07-06,1300,N,VIIRS,l,1.0NRT,314,4.9,D
41.45564,1.98095,309.3,0.39,0.44,2019-07-07,0118,N,VIIRS,n,1.0NRT,291.2,1.6,N
36.61655,-6.07422,299.3,0.47,0.64,2019-07-07,0118,N,VIIRS,n,1.0NRT,286.8,0.7,N
39.93733,-3.74606,302.6,0.37,0.58,2019-07-07,0118,N,VIIRS,n,1.0NRT,290.8,1,N
40.24173,-3.4725,305.8,0.36,0.57,2019-07-07,0118,N,VIIRS,n,1.0NRT,290.8,1,N
40.24707,-3.47184,305.2,0.36,0.57,2019-07-07,0118,N,VIIRS,n,1.0NRT,292.2,1.1,N
41.10997,1.20757,315.9,0.42,0.45,2019-07-07,0118,N,VIIRS,n,1.0NRT,293.1,2.1,N
41.11043,1.20251,319.5,0.42,0.45,2019-07-07,0118,N,VIIRS,n,1.0NRT,293,2.1,N
43.52406,-5.73197,300,0.5,0.66,2019-07-07,0118,N,VIIRS,n,1.0NRT,285.8,0.7,N
43.52419,-5.73779,295.9,0.5,0.66,2019-07-07,0118,N,VIIRS,n,1.0NRT,285.6,1.6,N
39.93699,-3.74453,298.5,0.42,0.61,2019-07-07,0300,N,VIIRS,n,1.0NRT,281.4,0.6,N
40.24645,-3.47043,298.9,0.43,0.62,2019-07-07,0300,N,VIIRS,n,1.0NRT,282.4,0.7,N
38.85332,-6.35724,338.1,0.55,0.51,2019-07-07,1242,N,VIIRS,l,1.0NRT,311.3,2.4,D
37.36044,-6.27941,340.8,0.59,0.53,2019-07-07,1242,N,VIIRS,n,1.0NRT,302.3,6.3,D
37.36198,-6.27306,342.2,0.59,0.53,2019-07-07,1242,N,VIIRS,n,1.0NRT,303.5,9.4,D
37.34651,-6.08385,333.8,0.58,0.52,2019-07-07,1242,N,VIIRS,l,1.0NRT,308.8,4.1,D
37.34809,-6.07738,340.2,0.58,0.52,2019-07-07,1242,N,VIIRS,n,1.0NRT,307.9,4.1,D
37.34341,-6.07567,339.5,0.58,0.52,2019-07-07,1242,N,VIIRS,n,1.0NRT,309.1,8.5,D
36.78616,-4.3454,342.3,0.48,0.48,2019-07-07,1242,N,VIIRS,n,1.0NRT,301,8.4,D
36.78747,-4.33962,367,0.48,0.48,2019-07-07,1242,N,VIIRS,h,1.0NRT,309.6,33.5,D
40.26441,-3.81569,344.2,0.39,0.44,2019-07-07,1242,N,VIIRS,l,1.0NRT,314.6,4,D
40.13769,-3.83407,341.4,0.39,0.44,2019-07-07,1242,N,VIIRS,l,1.0NRT,313.8,3.7,D
41.3507,-6.3011,345.4,0.48,0.48,2019-07-07,1242,N,VIIRS,n,1.0NRT,307.9,17.2,D
43.54034,-5.83015,333.6,0.4,0.45,2019-07-07,1242,N,VIIRS,n,1.0NRT,299.8,5.1,D
43.66433,-7.83841,329.1,0.49,0.49,2019-07-07,1242,N,VIIRS,n,1.0NRT,288.7,3.3,D
40.9524,-4.04365,348.3,0.57,0.43,2019-07-07,1242,N,VIIRS,n,1.0NRT,317.5,62.8,D
41.35199,-6.29555,331.3,0.48,0.48,2019-07-07,1242,N,VIIRS,l,1.0NRT,304.2,12.3,D
40.94852,-4.04219,367,0.57,0.43,2019-07-07,1242,N,VIIRS,l,1.0NRT,329,62.8,D
40.34912,-3.58213,339.2,0.56,0.43,2019-07-07,1242,N,VIIRS,l,1.0NRT,313.8,6.9,D
40.24491,-3.47469,337.6,0.56,0.43,2019-07-07,1242,N,VIIRS,l,1.0NRT,312.4,5.3,D
42.56197,-5.57454,327.2,0.7,0.75,2019-07-07,1424,N,VIIRS,l,1.0NRT,302,3.7,D
35.90524,-5.37685,367,0.77,0.78,2019-07-08,0100,N,VIIRS,h,1.0NRT,292.9,16.7,N
40.24298,-3.47382,301.3,0.64,0.72,2019-07-08,0100,N,VIIRS,n,1.0NRT,289.5,1,N
39.24359,-5.29206,333.5,0.79,0.78,2019-07-08,0100,N,VIIRS,n,1.0NRT,287.7,6.4,N
39.24443,-5.29503,332,0.79,0.78,2019-07-08,0100,N,VIIRS,n,1.0NRT,287.5,4.2,N
39.23708,-5.29543,309.6,0.79,0.78,2019-07-08,0100,N,VIIRS,n,1.0NRT,286.9,4.2,N
36.177,-5.42579,304.5,0.78,0.78,2019-07-08,0100,N,VIIRS,n,1.0NRT,288.6,2,N
38.66312,-2.90507,301.5,0.59,0.7,2019-07-08,0100,N,VIIRS,n,1.0NRT,284.9,4.2,N
35.90421,-5.36917,367,0.77,0.77,2019-07-08,0100,N,VIIRS,h,1.0NRT,294.6,36,N
35.90437,-5.37847,343.1,0.77,0.78,2019-07-08,0100,N,VIIRS,n,1.0NRT,290.3,30.4,N
35.89791,-5.37456,298,0.77,0.78,2019-07-08,0100,N,VIIRS,n,1.0NRT,288,16.7,N
35.90512,-5.36756,367,0.77,0.78,2019-07-08,0100,N,VIIRS,h,1.0NRT,292.3,16.7,N
38.66968,-2.9047,344,0.59,0.7,2019-07-08,0100,N,VIIRS,n,1.0NRT,287,4.2,N
38.66628,-4.04805,299.3,0.51,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,289,1.3,N
35.90681,-5.36993,355.6,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,303.7,34.2,N
35.90798,-5.37508,324.2,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,292.2,34.2,N
35.90977,-5.36209,305.4,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,292,5.7,N
35.91106,-5.36776,336.5,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,302.2,63.7,N
35.9082,-5.36808,340.5,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,309.1,43.2,N
35.90942,-5.37329,327.1,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,291.2,33.7,N
35.9124,-5.36572,344.2,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,294.1,43.2,N
36.61752,-6.07418,300.4,0.45,0.47,2019-07-08,0242,N,VIIRS,n,1.0NRT,289.4,0.4,N
37.81096,-2.58766,298.3,0.63,0.54,2019-07-08,0242,N,VIIRS,n,1.0NRT,286.3,1.2,N
39.24172,-5.29167,317.6,0.43,0.46,2019-07-08,0242,N,VIIRS,n,1.0NRT,288.1,2.7,N
39.24282,-5.29653,330,0.43,0.46,2019-07-08,0242,N,VIIRS,n,1.0NRT,289.3,4.4,N
39.93539,-3.74775,302.6,0.49,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,290.4,1.8,N
40.24303,-3.47301,318.5,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,291.9,3,N
40.24436,-3.47227,311.9,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,291.4,1.4,N
41.68083,-0.95892,338.1,0.61,0.53,2019-07-08,0242,N,VIIRS,n,1.0NRT,287.8,7.9,N
35.89825,-5.37402,299.7,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,289,1.6,N
35.90253,-5.37199,356.7,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,298.4,34.2,N
35.90372,-5.37722,351.5,0.5,0.49,2019-07-08,0242,N,VIIRS,n,1.0NRT,300.9,34.2,N
