latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
42.38322,-6.58111,330.3,0.52,0.67,2017-01-01,1420,N,VIIRS,n,1,284.5,11.7,0
42.18704,-6.96072,327,0.5,0.66,2017-01-01,1420,N,VIIRS,n,1,277.7,25.9,0
42.18687,-6.96642,353.8,0.5,0.66,2017-01-01,1420,N,VIIRS,n,1,286.3,16.4,0
42.75867,1.20299,303,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,270.5,1.7,0
42.76974,1.22849,335.2,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,270,4,0
42.77543,1.23541,305.5,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,270.2,3,0
42.77557,1.23135,324.4,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,270.2,3,0
42.77573,1.22637,326,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,270.7,4,0
42.8979,-0.63263,297.7,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,268,2.5,0
42.89798,-0.638,327.2,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,267.5,4.9,0
42.90429,-0.62729,349.2,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,272.8,9.2,0
42.90437,-0.63263,367,0.57,0.69,2017-01-02,0056,N,VIIRS,h,1,271.6,9.2,0
42.90445,-0.63828,342.8,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,270.7,14.9,0
42.94266,-0.62226,298,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,271.1,0.7,0
42.94302,-0.62274,301.2,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,272,1.3,0
42.91085,-0.63345,324.9,0.57,0.69,2017-01-02,0056,N,VIIRS,n,1,271.2,9.2,0
42.70761,1.39106,313.5,0.45,0.63,2017-01-02,0056,N,VIIRS,n,1,270.9,2.2,0
42.70571,1.39094,316.2,0.45,0.63,2017-01-02,0056,N,VIIRS,n,1,271.2,1.8,0
42.75275,1.20257,318.2,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,274.1,3.2,0
42.75771,1.23419,305.8,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,268.2,1.1,0
42.76995,1.22178,302.7,0.46,0.63,2017-01-02,0056,N,VIIRS,n,1,267.9,4,0
42.76844,1.21736,332.6,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,272.2,5.6,0
43.07006,-1.0622,296.9,0.47,0.48,2017-01-02,0236,N,VIIRS,n,1,267.7,1.5,0
43.0709,-1.06524,300.3,0.47,0.48,2017-01-02,0236,N,VIIRS,n,1,267.8,1,0
42.74212,1.21013,310.5,0.62,0.54,2017-01-02,0236,N,VIIRS,n,1,272.2,2.6,0
42.74384,1.21003,314.8,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,273.1,2.9,0
42.75494,1.20823,332.8,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,274.1,3.4,0
42.75982,1.20984,321.7,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,274,3.4,0
42.76352,1.21593,317.4,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,270.9,5.6,0
42.78208,1.22606,315.1,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,270.4,3.7,0
42.78368,1.21997,325.6,0.61,0.54,2017-01-02,0236,N,VIIRS,n,1,273.7,3.7,0
41.31234,1.66179,313.9,0.35,0.57,2017-01-02,0237,N,VIIRS,n,1,277.2,1.2,2
36.71447,-4.33251,295.8,0.45,0.47,2017-01-02,0238,N,VIIRS,n,1,277.6,0.6,2
41.53487,-3.86739,327.4,0.36,0.58,2017-01-02,1220,N,VIIRS,n,1,277.8,1.7,0
42.77167,1.19008,310.9,0.79,0.78,2017-01-03,0037,N,VIIRS,n,1,267.8,4,0
42.77208,1.23577,307.2,0.79,0.78,2017-01-03,0037,N,VIIRS,n,1,267.9,3,0
42.77213,1.24177,311.3,0.79,0.78,2017-01-03,0037,N,VIIRS,n,1,269.2,3,0
42.76476,1.23728,296.1,0.79,0.78,2017-01-03,0037,N,VIIRS,n,1,268,3,0
42.70772,1.39174,324,0.78,0.78,2017-01-03,0037,N,VIIRS,n,1,269.8,3.9,0
42.70767,1.38646,295,0.78,0.78,2017-01-03,0037,N,VIIRS,n,1,268,3.9,0
42.7077,1.38742,299.7,0.78,0.78,2017-01-03,0037,N,VIIRS,n,1,268.1,5.2,0
42.70774,1.39255,325.3,0.78,0.78,2017-01-03,0037,N,VIIRS,n,1,270,6.8,0
42.77194,1.23915,331,0.79,0.78,2017-01-03,0037,N,VIIRS,n,1,270,5.9,0
42.7712,1.18705,303,0.79,0.78,2017-01-03,0037,N,VIIRS,n,1,269.1,2.4,0
42.77549,1.21761,295.1,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,267.8,0.4,0
43.17504,-3.70385,297.9,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,274.5,1.3,0
43.17839,-3.71071,297,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,273.3,0.7,0
43.18169,-3.70973,297.3,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,274,0.7,0
43.18903,-3.69183,303.4,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,273.7,0.5,0
43.52513,-5.72985,315,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,274.1,1.3,2
43.54003,-5.8297,327.3,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,277.6,3.4,2
43.52842,-5.72891,299.9,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,272.8,0.6,2
43.53171,-5.72797,302.8,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,276.5,0.6,2
43.55795,-5.90417,295.1,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,276.1,1,2
43.22094,-3.73681,317.1,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,274.8,0.9,0
43.23071,-3.75357,295.7,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,273.9,0.5,0
42.88905,-0.63842,311,0.47,0.4,2017-01-03,0218,N,VIIRS,n,1,271.6,1.9,0
42.91596,-0.62048,317.3,0.47,0.4,2017-01-03,0218,N,VIIRS,n,1,269.7,2,0
42.70502,1.39007,318.4,0.57,0.43,2017-01-03,0218,N,VIIRS,n,1,269.3,4.1,0
42.76505,1.20841,303.4,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,272.4,1.7,0
42.76898,1.20938,302.8,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,270.8,2.4,0
42.77286,1.2106,320.4,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,270.8,2.4,0
42.76957,1.24534,319.2,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,268.4,1.7,0
42.77321,1.24774,303.7,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,270.8,1.7,0
42.76823,1.22681,299.3,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,266.3,0.5,0
42.77191,1.20995,320.9,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,270.9,2.2,0
42.76854,1.24424,309.2,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,268.6,2,0
42.77457,1.21681,300.9,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,268.1,2.2,0
42.77221,1.24641,323.3,0.56,0.43,2017-01-03,0218,N,VIIRS,n,1,269.9,4.1,0
41.87485,-3.77698,344.2,0.4,0.37,2017-01-03,0218,N,VIIRS,n,1,273,12.1,0
41.87659,-3.77859,328,0.4,0.37,2017-01-03,0218,N,VIIRS,n,1,278.2,30.8,0
41.87908,-3.77286,306.9,0.4,0.37,2017-01-03,0218,N,VIIRS,n,1,271.8,34.7,0
41.31149,1.66179,302.7,0.42,0.45,2017-01-03,0218,N,VIIRS,n,1,274.3,1.2,2
43.3314,-5.77341,296.5,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,276.3,0.4,2
43.11856,-4.1012,334.7,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,277.9,5.1,0
43.12183,-4.10014,299.2,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,274.9,0.8,0
43.25407,-4.53638,310.1,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,275.6,1,0
43.14518,-3.75274,304.9,0.39,0.36,2017-01-03,0218,N,VIIRS,n,1,274.7,0.8,0
42.70359,1.39086,367,0.32,0.55,2017-01-03,1201,N,VIIRS,l,1,285.5,6.8,0
42.70452,1.39802,333.3,0.32,0.55,2017-01-03,1201,N,VIIRS,n,1,281.5,4.6,0
42.70386,1.39553,350,0.32,0.55,2017-01-03,1201,N,VIIRS,n,1,285.8,4.6,0
42.70263,1.39092,367,0.32,0.55,2017-01-03,1201,N,VIIRS,l,1,285.9,5.6,0
42.70418,1.39313,352.2,0.32,0.55,2017-01-03,1201,N,VIIRS,n,1,286.4,6.8,0
43.10871,-1.81229,327.9,0.44,0.62,2017-01-03,1201,N,VIIRS,n,1,279,6,0
42.95011,-0.85453,352.8,0.4,0.6,2017-01-03,1201,N,VIIRS,n,1,278.9,8.2,0
42.7048,1.39548,353,0.32,0.55,2017-01-03,1201,N,VIIRS,n,1,286.8,5.7,0
42.70546,1.39799,331.8,0.32,0.55,2017-01-03,1201,N,VIIRS,n,1,282.5,5.7,0
40.88794,-2.32565,348.4,0.54,0.68,2017-01-03,1201,N,VIIRS,n,1,280.2,7.6,0
42.70325,1.39322,350.5,0.32,0.55,2017-01-03,1201,N,VIIRS,n,1,286.4,5.6,0
43.09198,-3.84238,345.9,0.54,0.68,2017-01-03,1202,N,VIIRS,n,1,285.5,13.4,0
43.09353,-3.83751,367,0.54,0.68,2017-01-03,1202,N,VIIRS,l,1,287.7,23.8,0
43.07822,-1.40148,330.4,0.32,0.54,2017-01-03,1342,N,VIIRS,n,1,282.4,2.5,0
43.04021,-1.61836,343.9,0.62,0.54,2017-01-03,1342,N,VIIRS,n,1,282.3,9.1,0
43.02208,-1.11597,367,0.33,0.55,2017-01-03,1342,N,VIIRS,l,1,282,24.6,0
43.0219,-1.11941,355.3,0.33,0.55,2017-01-03,1342,N,VIIRS,n,1,299.6,99,0
42.95139,-0.85019,367,0.34,0.56,2017-01-03,1342,N,VIIRS,l,1,285.1,8,0
42.77213,1.21841,335.2,0.43,0.62,2017-01-03,1342,N,VIIRS,n,1,280.5,4.2,0
42.95121,-0.85361,331.3,0.34,0.56,2017-01-03,1342,N,VIIRS,n,1,279.5,8,0
42.95156,-0.84668,350.8,0.34,0.56,2017-01-03,1342,N,VIIRS,n,1,280.6,9.3,0
42.95174,-0.84321,351.2,0.34,0.56,2017-01-03,1342,N,VIIRS,n,1,278.6,9.3,0
42.95192,-0.83973,339.7,0.34,0.56,2017-01-03,1342,N,VIIRS,n,1,280.7,7.4,0
43.09111,-3.84022,332.3,0.48,0.48,2017-01-03,1342,N,VIIRS,n,1,282.4,8.4,0
43.03978,-1.62591,332.5,0.62,0.54,2017-01-03,1342,N,VIIRS,n,1,279,9.1,0
42.77788,1.21413,324.1,0.4,0.37,2017-01-04,0159,N,VIIRS,n,1,268.6,1.7,0
41.31337,1.66067,314.3,0.41,0.37,2017-01-04,0159,N,VIIRS,n,1,277.1,1.1,2
43.05435,-4.12255,329.1,0.44,0.39,2017-01-04,0159,N,VIIRS,n,1,277,7,0
43.05789,-4.12178,338,0.44,0.39,2017-01-04,0159,N,VIIRS,n,1,279.4,7,0
43.18622,-3.71284,299.1,0.43,0.38,2017-01-04,0159,N,VIIRS,n,1,274.1,0.9,0
43.53764,-5.83076,298.1,0.52,0.41,2017-01-04,0159,N,VIIRS,n,1,276.2,1.1,2
43.01679,-1.11167,305.4,0.39,0.36,2017-01-04,0159,N,VIIRS,n,1,271.1,1.6,0
43.01608,-1.10696,329.5,0.39,0.36,2017-01-04,0159,N,VIIRS,n,1,271.5,2.3,0
43.05804,-1.02165,319.3,0.39,0.36,2017-01-04,0159,N,VIIRS,n,1,269.9,2,0
42.70124,1.38818,302.1,0.4,0.37,2017-01-04,0159,N,VIIRS,n,1,266.4,0.5,0
42.7069,1.39595,297.3,0.4,0.37,2017-01-04,0159,N,VIIRS,n,1,267.5,1.1,0
42.77711,1.21864,307.9,0.4,0.37,2017-01-04,0159,N,VIIRS,n,1,265.1,1.7,0
36.96615,-1.90623,317.6,0.39,0.36,2017-01-04,0200,N,VIIRS,n,1,283,1.8,3
37.98911,-0.67644,295.2,0.39,0.36,2017-01-04,0200,N,VIIRS,n,1,280,0.3,0
37.35887,-6.67144,295.7,0.48,0.4,2017-01-04,0201,N,VIIRS,n,1,280,0.4,2
36.18237,-5.39813,297.4,0.42,0.38,2017-01-04,0201,N,VIIRS,n,1,285.8,1.3,3
42.962,-0.84077,367,0.66,0.73,2017-01-04,1143,N,VIIRS,l,1,278.4,16.1,0
42.95923,-0.87102,333.2,0.66,0.73,2017-01-04,1143,N,VIIRS,n,1,274.4,6.3,0
43.05466,-0.99174,332.3,0.66,0.73,2017-01-04,1143,N,VIIRS,n,1,277,9.6,0
43.05156,-0.98615,355,0.66,0.73,2017-01-04,1143,N,VIIRS,n,1,283.5,11.4,0
43.08667,-1.2652,332.4,0.68,0.74,2017-01-04,1143,N,VIIRS,n,1,278.3,7.9,0
43.10111,-1.44747,337.2,0.69,0.74,2017-01-04,1143,N,VIIRS,n,1,280.1,9.8,0
43.08657,-1.26428,333,0.68,0.74,2017-01-04,1143,N,VIIRS,n,1,277.8,11,0
42.12987,-1.19902,328.2,0.72,0.76,2017-01-04,1143,N,VIIRS,n,1,283,3.4,0
42.95784,-0.86969,330.7,0.66,0.73,2017-01-04,1143,N,VIIRS,n,1,274.7,5.6,0
42.9646,-0.83315,325.5,0.66,0.73,2017-01-04,1143,N,VIIRS,n,1,278.2,16.1,0
