,acq_date,latitude,longitude,provincias
515,2018-04-18,42.9924,-1.2414,Navarre
516,2018-04-18,43.5395,-5.8259,Asturias
517,2018-04-18,43.5278,-5.7289,Asturias
518,2018-04-18,43.3496,-4.5446,Asturias
519,2018-04-18,43.1192,-3.9284,Valles Pasiegos
520,2018-04-18,43.1103,-3.9305,Valles Pasiegos
521,2018-04-18,43.1086,-3.9185,Valles Pasiegos
522,2018-04-18,43.1035,-3.8816,Valles Pasiegos
523,2018-04-18,43.0997,-3.9209,Valles Pasiegos
524,2018-04-18,43.0822,-3.8615,Valles Pasiegos
525,2018-04-18,43.0507,-3.9005,Campoo-Los Valles
526,2018-04-18,43.049,-3.8883,Cantabria
527,2018-04-18,42.8631,-2.6685,Araba / Álava
528,2018-04-18,42.8597,-2.7071,Araba / Álava
529,2018-04-18,42.4021,-6.3622,Maragatería
530,2018-04-18,41.8492,-8.8392,Viana do Castelo
531,2018-04-18,42.8367,-2.7384,Araba / Álava
532,2018-04-18,41.8475,-8.8219,Viana do Castelo
533,2018-04-18,40.9008,-5.4433,Las Villas
534,2018-04-18,40.5476,-3.7668,Área metropolitana de Madrid y Corredor del Henares
535,2018-04-18,39.4803,-0.722,Valencia
536,2018-04-18,39.4779,-0.7083,Valencia
537,2018-04-18,42.4037,-6.376,Maragatería
538,2018-04-18,42.8407,0.6193,Saint-Gaudens
539,2018-04-18,42.8384,0.6319,Saint-Gaudens
540,2018-04-18,43.1483,-1.4041,Bayonne
541,2018-04-18,43.0805,-1.3265,Navarre
542,2018-04-18,43.0784,-1.3134,Navarre
543,2018-04-18,37.454,-1.4921,Alto Guadalentín
544,2018-04-18,37.2709,-5.5603,Sevilla
545,2018-04-18,37.4285,-1.71,Alto Guadalentín
546,2018-04-18,37.8036,-3.6098,Jaén
547,2018-04-18,38.3378,-4.7647,Cordova
548,2018-04-18,38.6667,-4.0491,Campo de Calatrava
549,2018-04-18,38.6684,-4.0605,Ciudad Real
550,2018-04-18,38.6177,-0.5857,Alacant / Alicante
551,2018-04-18,39.0181,-1.8829,Albacete
552,2018-04-18,39.6158,-3.3554,Toledo
553,2018-04-18,39.8893,-4.9079,Toledo
554,2018-04-18,43.1235,-6.1684,Asturias
555,2018-04-18,43.1286,-6.1463,Asturias
556,2018-04-18,43.5161,-5.7409,Asturias
557,2018-04-18,41.9094,-6.565,Bragança
558,2018-04-18,41.9029,-6.593,Bragança
559,2018-04-18,41.903,-6.5692,Bragança
560,2018-04-18,43.0779,-1.328,Navarre
561,2018-04-18,43.0753,-1.3419,Navarre
562,2018-04-18,43.0796,-1.3191,Navarre
563,2018-04-18,43.0771,-1.3325,Navarre
564,2018-04-18,42.86600000000001,-2.6712,Araba / Álava
565,2018-04-18,43.1491,-1.3911,Saint-Étienne-de-Baïgorry
566,2018-04-18,43.1466,-1.4047,Bayonne
567,2018-04-18,43.0966,-3.8680000000000003,Valles Pasiegos
568,2018-04-18,43.0921,-3.8899,Cantabria
569,2018-04-18,43.1177,-3.9384,Valles Pasiegos
570,2018-04-18,43.2769,-5.356,Asturias
571,2018-04-18,43.1244,-6.1626,Asturias
572,2018-04-18,43.201,-4.0901,Besaya
573,2018-04-18,43.5216,-5.734,Asturias
574,2018-04-19,43.1392,-3.7405,Valles Pasiegos
575,2018-04-19,43.1371,-3.7277,Valles Pasiegos
576,2018-04-19,43.0254,-0.6702,Accous
577,2018-04-19,43.0836,-1.3112,Navarre
578,2018-04-19,43.0381,-3.8712,Burgos
579,2018-04-19,43.15,-3.9401,Valles Pasiegos
580,2018-04-19,43.1007,-8.8223,Xallas
581,2018-04-19,41.9362,-6.3439,Zamora
582,2018-04-19,43.0906,-8.8259,Corunna
583,2018-04-19,41.9419,-6.3517,Zamora
584,2018-04-19,41.9758,-6.9858,Vinhais
585,2018-04-19,42.1477,-6.5963,Zamora
586,2018-04-19,42.1461,-6.6085,Zamora
587,2018-04-19,41.9328,-6.3495,Zamora
588,2018-04-20,43.1011,-5.5568,Asturias
589,2018-04-20,43.3026,-5.6461,Asturias
590,2018-04-20,43.1923,-2.4867,Gipuzkoa
591,2018-04-20,43.0082,-1.3994,Navarre
592,2018-04-20,43.0386,-1.2177,Navarre
593,2018-04-20,43.1726,-3.4515,Cantabria
594,2018-04-20,43.2174,-3.667,Asón-Agüera
595,2018-04-20,43.1429,-3.8152,Cantabria
596,2018-04-20,43.1814,-1.528,Navarre
597,2018-04-20,41.7654,-8.2189,Terras de Bouro
598,2018-04-20,40.6951,-6.2984,Comarca de Ciudad Rodrigo
599,2018-04-20,41.7641,-8.2263,Terras de Bouro
600,2018-04-20,42.9774,-7.2255,Lugo
601,2018-04-20,43.2127,-3.9133,Cantabria
602,2018-04-20,43.22,-3.8826,Cantabria
603,2018-04-20,43.2897,-4.982,Asturias
604,2018-04-20,43.292,-4.9687,Asturias
605,2018-04-20,43.1495,-3.8784,Valles Pasiegos
606,2018-04-21,43.1851,-4.2076,Saja-Nansa
607,2018-04-21,43.244,-4.381,Saja-Nansa
608,2018-04-21,43.2457,-4.3938,Cantabria
609,2018-04-21,43.1483,-3.8719,Valles Pasiegos
610,2018-04-21,43.1655,-4.2,Saja-Nansa
611,2018-04-21,43.1672,-4.2124,Saja-Nansa
612,2018-04-21,43.1745,-4.1976,Cantabria
613,2018-04-21,43.1762,-4.2099,Saja-Nansa
614,2018-04-21,43.1446,-3.9113,Cantabria
615,2018-04-21,43.1835,-4.1953,Saja-Nansa
616,2018-04-21,43.1832,-1.3672,Bayonne
617,2018-04-21,43.1793,-1.3659999999999999,Bayonne
618,2018-04-21,43.044,-1.0275,Tardets-Sorholus
619,2018-04-21,43.0458,-1.0108,Oloron-Sainte-Marie
620,2018-04-21,43.1889,-1.369,Saint-Étienne-de-Baïgorry
621,2018-04-23,41.8066,-6.8873,Bragança
622,2018-04-23,37.446,-1.4926,Alto Guadalentín
623,2018-04-23,42.3498,-3.6519999999999997,Burgos
624,2018-04-23,41.9146,-6.7356,Bragança
625,2018-04-23,41.9177,-6.7191,Braganza District
626,2018-04-24,38.4185,-1.348,Altiplano
627,2018-04-24,36.8811,-2.747,Almeria
628,2018-04-24,36.8794,-2.7281,Almeria
629,2018-04-24,36.8773,-2.7285,Almeria
630,2018-04-24,36.8877,-2.7627,Almeria
631,2018-04-24,36.89,-2.7341,Almeria
632,2018-04-24,36.8748,-2.7603,Almeria
633,2018-04-24,41.6278,-6.4931,Braganza District
634,2018-04-24,41.6261,-6.5112,Vimioso
635,2018-04-24,42.0081,-8.607999999999999,Viana do Castelo
636,2018-04-25,41.8226,-8.2885,Ponte da Barca
637,2018-04-25,41.7356,-8.3268,Vila Verde
638,2018-04-25,41.7451,-8.324,Vila Verde
639,2018-04-25,41.644,-6.6431,Bragança
640,2018-04-25,41.6456,-6.6551,Bragança
641,2018-04-25,41.6755,-4.7134,Valladolid
642,2018-04-25,39.5938,-0.3098,Valencia
643,2018-04-25,41.9489,-8.5309,Viana do Castelo
644,2018-04-26,41.7448,-8.2052,Terras de Bouro
645,2018-04-26,42.0272,-8.5605,Valença
646,2018-04-26,42.6495,-5.7114,León
647,2018-04-26,42.6564,-5.7405,León
648,2018-04-27,40.1436,-3.8016,Comarca de la Sagra
649,2018-04-27,42.8638,-2.6661,Araba / Álava
650,2018-04-27,42.2512,1.8653,Barcelona
651,2018-04-27,43.5361,-5.8267,Asturias
652,2018-04-27,37.0724,-3.5914,Comarca de la Vega de Granada
653,2018-04-27,39.0878,-5.0121,Badajoz
654,2018-04-27,39.0894,-5.0245,Badajoz
655,2018-04-27,38.5997,-0.67,Alacant / Alicante
656,2018-04-27,39.3835,-0.4126,Valencia
657,2018-04-27,37.43,-1.5775,Alto Guadalentín
658,2018-04-27,37.4234,-1.712,Almeria
659,2018-04-27,37.3543,-3.1822,Comarca de Guadix
660,2018-04-27,41.8669,-8.792,Caminha
661,2018-04-28,37.4083,-5.961,Sevilla
662,2018-04-30,40.9266,-6.5253,Comarca de Vitigudino
663,2018-05-01,41.5456,-0.8134,Zaragoza
664,2018-05-01,41.5396,-0.8074,Zaragoza
665,2018-05-01,41.5413,-0.8244,Zaragoza
666,2018-05-02,39.4846,-6.419,Caceres
667,2018-05-02,39.7179,-3.0762,Cuenca
668,2018-05-02,40.263000000000005,-3.7507,Madrid
669,2018-05-02,37.2185,-3.6384,Comarca de la Vega de Granada
670,2018-05-03,42.2459,-6.6877,León
671,2018-05-03,42.2542,-6.7055,León
672,2018-05-03,42.2559,-6.6891,León
673,2018-05-03,42.2442,-6.7037,León
674,2018-05-04,39.0762,-6.1409,Cáceres
675,2018-05-04,38.422,-6.4016,Zafra - Río Bodión
676,2018-05-04,38.7996,-7.1241,Tierra de Badajoz
677,2018-05-04,38.6423,-5.0492,Cordova
678,2018-05-04,38.6711,-4.0452,Campo de Calatrava
679,2018-05-04,38.5457,-3.176,Campo de Montiel
680,2018-05-04,39.0778,-6.153,Cáceres
681,2018-05-04,39.132,-3.0732,Ciudad Real
682,2018-05-04,40.2476,-3.707,Madrid
683,2018-05-04,40.6183,-3.2802,Guadalajara
684,2018-05-04,43.5413,-5.8376,Asturias
685,2018-05-05,41.956,-8.2085,Melgaço
686,2018-05-06,43.5369,-5.8260000000000005,Asturias
687,2018-05-06,43.3244,-6.733,Asturias
688,2018-05-06,37.7057,-0.9947,Campo de Cartagena
689,2018-05-06,37.7074,-1.0059,Campo de Cartagena
690,2018-05-06,41.7248,-7.2537,Valpaços
691,2018-05-06,42.2323,-6.7142,León
692,2018-05-06,43.4503,-6.6077,Asturias
693,2018-05-07,43.1949,-4.4214,Saja-Nansa
694,2018-05-07,43.0556,-7.9947,Corunna
695,2018-05-07,41.8825,-8.613,Paredes de Coura
696,2018-05-07,42.0359,-8.3987,Monção
697,2018-05-08,37.2809,-6.1041,Sevilla
698,2018-05-08,42.4012,-7.3004,Ourense
699,2018-05-08,42.4056,-7.3215,Ourense
700,2018-05-09,38.1871,-0.9732,Oriental
701,2018-05-09,42.0043,-4.5133,Palencia
702,2018-05-09,37.2274,-3.6348,Comarca de la Vega de Granada
703,2018-05-10,42.336000000000006,-8.0057,Ourense
704,2018-05-10,42.7659,-8.5097,Corunna
705,2018-05-10,42.3446,-8.0408,Ourense
706,2018-05-10,42.7665,-8.4824,Corunna
707,2018-05-10,41.8897,-6.6797,Bragança
708,2018-05-10,42.0022,-8.5665,Valença
709,2018-05-10,42.3383,-8.0292,Ourense
710,2018-05-10,42.3367,-8.0446,Ourense
711,2018-05-10,42.3396,-8.0402,Ourense
712,2018-05-10,42.2015,-7.4176,Ourense
713,2018-05-10,42.006,-8.5718,Valença
714,2018-05-10,41.8977,-6.7022,Bragança
715,2018-05-11,41.8311,0.8192,Noguera
716,2018-05-11,43.2177,-2.3635,Gipuzkoa
717,2018-05-11,43.2751,-3.4668,Asón-Agüera
718,2018-05-11,38.6131,-0.5901,Alacant / Alicante
719,2018-05-11,37.2026,-3.6513,Comarca de la Vega de Granada
720,2018-05-11,37.2005,-3.6389,Comarca de la Vega de Granada
721,2018-05-11,38.8868,-0.493,Valencia
722,2018-05-11,42.1259,-1.1677,Zaragoza
723,2018-05-12,42.7311,-5.4012,León
724,2018-05-12,42.724,-5.4021,Leon
725,2018-05-12,42.7352,-5.3604,León
726,2018-05-12,42.7159,-5.3941,León
727,2018-05-13,41.7122,0.3526,La Litera / La Llitera
728,2018-05-13,38.6031,-0.6699,Alacant / Alicante
729,2018-05-13,38.6145,-0.5844,Alacant / Alicante
730,2018-05-13,39.0197,-1.8807,Albacete
731,2018-05-13,38.6209,-1.0668,Altiplano
732,2018-05-14,41.34,-0.6668,Zaragoza
733,2018-05-14,41.3346,-0.665,Zaragoza
734,2018-05-14,40.0092,-6.1051,Caceres
735,2018-05-15,40.2747,-2.101,Cuenca
736,2018-05-15,41.5002,1.9,Barcelona
737,2018-05-15,38.6698,-4.0439,Campo de Calatrava
738,2018-05-15,42.0192,-8.5807,Viana do Castelo
739,2018-05-16,42.3579,-1.57,La Jacetania
740,2018-05-16,42.2902,-7.8074,Ourense
741,2018-05-16,42.8361,-4.2384,Palencia
742,2018-05-16,42.3529,-1.5475,Navarre
743,2018-05-16,37.954,-4.9777,Cordova
744,2018-05-16,37.9574,-4.9954,Cordova
745,2018-05-16,37.9573,-4.9891,Cordova
746,2018-05-16,40.6153,-3.2833,Guadalajara
747,2018-05-17,42.2903,-7.7128,Ourense
748,2018-05-18,43.521,-5.7283,Asturias
749,2018-05-18,42.3698,-3.7128,Burgos
750,2018-05-18,42.3721,-3.7259,Burgos
751,2018-05-18,42.3493,-3.6502,Burgos
752,2018-05-18,41.5977,-4.7119,Valladolid
753,2018-05-18,43.5203,-5.7451,Asturias
754,2018-05-18,42.3667,-3.7249,Burgos
755,2018-05-18,43.5236,-5.7284,Asturias
756,2018-05-20,43.3051,-3.6152,Cantabria
757,2018-05-20,41.5978,-1.2695,Zaragoza
758,2018-05-20,41.6046,-1.081,Zaragoza
759,2018-05-20,42.8352,-2.7409,Araba / Álava
760,2018-05-20,42.8581,-2.7096,Araba / Álava
761,2018-05-20,43.5273,-5.7312,Asturias
762,2018-05-20,43.5389,-5.8275,Asturias
763,2018-05-20,43.5406,-5.8414,Asturias
764,2018-05-20,43.543,-5.8315,Asturias
765,2018-05-20,42.6616,-8.5076,Pontevedra
766,2018-05-21,37.186,-7.5072,CTM
767,2018-05-21,42.0028,-4.519,Palencia
768,2018-05-21,43.3463,-8.4382,Corunna
769,2018-05-21,43.5164,-5.7402,Asturias
770,2018-05-22,42.2977,-7.7029,Ourense
771,2018-05-22,43.5379,-5.8251,Asturias
772,2018-05-22,43.3907,-6.7225,Asturias
773,2018-05-22,43.3827,-6.7268,Asturias
774,2018-05-23,37.3696,-5.8959,Sevilla
775,2018-05-27,41.6222,-4.7021,Valladolid
776,2018-05-27,40.2517,-3.7137,Madrid
777,2018-05-27,39.5126,-0.46,Valencia
778,2018-05-28,37.6468,-5.5671,Sevilla
779,2018-05-29,38.6103,-0.5876,Alacant / Alicante
780,2018-05-29,37.8721,-1.3936,Bajo Guadalentín
781,2018-05-31,37.9207,-0.7801,el Baix Segura / La Vega Baja del Segura
782,2018-06-01,39.0137,-1.8888,Albacete
783,2018-06-01,37.256,-5.9974,Sevilla
784,2018-06-01,41.5949,-4.7039,Valladolid
785,2018-06-01,41.5929,-4.7163,Valladolid
786,2018-06-03,37.2741,-5.9926,Sevilla
787,2018-06-03,37.2832,-5.9903,Sevilla
788,2018-06-03,39.0078,-3.3672,Ciudad Real
789,2018-06-03,39.4763,-0.5652,Valencia
790,2018-06-07,39.3095,-0.4221,Valencia
791,2018-06-07,39.6014,2.668,Balearic Islands
792,2018-06-10,29.3861,-13.5183,Las Palmas
793,2018-06-12,37.7042,-5.2363,Cordova
794,2018-06-12,37.705999999999996,-5.2476,Cordova
795,2018-06-12,39.3044,-0.4215,Valencia
796,2018-06-13,38.8445,-7.0093,Badajoz
797,2018-06-14,42.3529,3.1288,Upper Empordà
798,2018-06-14,41.644,-0.7686,Zaragoza
799,2018-06-14,41.6309,-0.7411,Zaragoza
800,2018-06-14,41.7924,-7.7999,Montalegre
801,2018-06-14,38.6632,-4.0479,Campo de Calatrava
802,2018-06-14,39.4757,-0.5735,Valencia
803,2018-06-14,41.7914,-7.8065,Montalegre
804,2018-06-14,41.794,-7.8172,Vila Real
805,2018-06-14,41.7836,-7.8162,Montalegre
806,2018-06-14,38.1247,-1.7705,Noroeste
807,2018-06-14,43.5223,-5.7345,Asturias
808,2018-06-15,37.0202,-4.6421,Malaga
809,2018-06-15,38.9292,-6.7031,Tierra de Badajoz
810,2018-06-15,40.9848,-5.642,Salamanca
811,2018-06-15,42.1096,-8.6187,Pontevedra
812,2018-06-16,41.4609,1.9623,Barcelona
813,2018-06-16,39.1674,-3.2662,La Mancha
814,2018-06-16,42.2816,-1.7475,Navarre
815,2018-06-17,42.2843,-1.7383,Navarre
816,2018-06-17,43.5216,-5.7262,Asturias
817,2018-06-17,40.9919,-5.6414,Salamanca
818,2018-06-17,42.2846,-7.8209,Ourense
819,2018-06-17,42.5285,-5.7533,Leon
820,2018-06-17,42.538000000000004,-5.7502,Leon
821,2018-06-17,43.0425,-7.5607,Lugo
822,2018-06-17,42.3707,-3.7254,Burgos
823,2018-06-17,43.5241,-5.7403,Asturias
824,2018-06-17,37.4347,-4.5359,Cordova
825,2018-06-17,37.4325,-4.5487,Cordova
826,2018-06-17,43.5213,-5.7321,Asturias
827,2018-06-17,41.5945,-4.7177,Valladolid
828,2018-06-18,38.5988,-6.8372,Llanos de Olivenza
829,2018-06-18,37.829,-4.5131,Cordova
830,2018-06-18,37.8371,-4.5228,Cordova
831,2018-06-19,42.0026,-4.5093,Palencia
832,2018-06-19,41.5986,-4.7172,Valladolid
833,2018-06-19,41.9622,-4.4948,Palencia
834,2018-06-19,42.349,-3.6519999999999997,Burgos
835,2018-06-19,42.3697,-3.7149,Burgos
836,2018-06-19,42.787,-4.2466,Palencia
837,2018-06-19,37.3664,-5.3113,Sevilla
838,2018-06-19,40.6033,-3.222,Guadalajara
839,2018-06-19,37.3622,-5.3316,Sevilla
840,2018-06-19,37.3563,-5.3226,Sevilla
841,2018-06-19,37.3678,-5.3264,Sevilla
842,2018-06-20,42.7325,-5.3681,León
843,2018-06-20,37.1731,-5.7411,Sevilla
844,2018-06-21,40.6025,-3.2178,Guadalajara
845,2018-06-21,41.6114,-1.0754,Zaragoza
846,2018-06-21,37.8209,-4.732,Cordova
847,2018-06-21,37.8353,-4.7595,Cordova
848,2018-06-21,37.8371,-4.7481,Cordova
849,2018-06-21,37.8317,-4.7228,Cordova
850,2018-06-21,37.8174,-4.7551,Cordova
851,2018-06-21,37.8227,-4.7205,Cordova
852,2018-06-22,40.5642,0.6409,Montsià
853,2018-06-22,38.2653,-5.3638,Cordova
854,2018-06-22,38.2669,-5.3523,Cordova
855,2018-06-22,37.1974,-5.6332,Sevilla
856,2018-06-22,39.1012,-5.2417,Badajoz
857,2018-06-23,38.6028,-5.0722,Cordova
858,2018-06-23,38.9068,-7.0364,Badajoz
859,2018-06-23,38.905,-7.0184,Tierra de Badajoz
860,2018-06-23,38.8957,-7.0381,Tierra de Badajoz
861,2018-06-23,38.6011,-5.0581,Cordova
862,2018-06-23,37.8221,-0.9619,Campo de Cartagena
863,2018-06-23,37.7853,-0.8368,Campo de Cartagena
864,2018-06-23,37.7155,-1.1814,Campo de Cartagena
865,2018-06-23,37.7148,-1.0004,Campo de Cartagena
866,2018-06-23,37.6215,-1.0066,Campo de Cartagena
867,2018-06-23,37.6031,-0.9439,Campo de Cartagena
868,2018-06-23,37.4134,-1.5851,Alto Guadalentín
869,2018-06-23,37.7138,-1.1927,Campo de Cartagena
870,2018-06-23,38.0113,-1.1198,Área Metropolitana de Murcia
871,2018-06-23,37.9641,-1.1254,Área Metropolitana de Murcia
872,2018-06-23,37.9658,-1.1141,Área Metropolitana de Murcia
873,2018-06-23,37.9535,-1.1346,Área Metropolitana de Murcia
874,2018-06-23,37.8392,-0.9725,Campo de Cartagena
875,2018-06-23,41.5775,2.0319,Barcelona
876,2018-06-23,41.5759,2.0176,Barcelona
877,2018-06-23,42.6851,-2.9517,Burgos
878,2018-06-23,42.6832,-2.9639,Burgos
879,2018-06-24,43.4425,-7.9285,Corunna
880,2018-06-25,43.5403,-5.8275,Asturias
881,2018-06-25,41.3186,2.1269,Barcelona
882,2018-06-25,39.2747,-0.3808,Valencia
883,2018-06-25,39.2768,-0.3681,Valencia
884,2018-06-26,39.2726,-0.3707,Valencia
885,2018-06-26,43.4397,-3.6044,Trasmiera
886,2018-06-26,43.4492,-3.6006,Cantabria
887,2018-06-26,40.4647,-3.6180000000000003,Madrid
888,2018-06-26,42.3485,-3.6433,Burgos
889,2018-06-26,42.7796,-4.2425,Palencia
890,2018-06-28,42.3699,-3.7349,Burgos
891,2018-06-30,42.5099,1.5326,Andorra la Vella
892,2018-06-30,38.6112,-0.5949,Alacant / Alicante
893,2018-06-30,39.4798,-0.5768,Valencia
894,2018-07-02,41.1823,1.2309,Tarragona
895,2018-07-02,41.4584,1.969,Barcelona
896,2018-07-02,39.0918,-3.9451,Campo de Calatrava
897,2018-07-02,39.0934,-3.9598,Campo de Calatrava
898,2018-07-02,39.1035,-3.9577,Campo de Calatrava
899,2018-07-02,39.091,-3.9317,Ciudad Real
900,2018-07-02,39.0795,-3.975,Campo de Calatrava
901,2018-07-02,41.8016,0.8339,Lleida
902,2018-07-02,39.3536,-0.4311,Valencia
903,2018-07-02,39.3459,-0.4228,Valencia
904,2018-07-03,43.5389,-5.8337,Asturias
905,2018-07-04,38.7721,-6.6401,Tierra de Badajoz
906,2018-07-04,38.7742,-6.6339999999999995,Tierra de Badajoz
907,2018-07-05,38.226,-5.551,Badajoz
908,2018-07-05,38.6155,-1.0722,Altiplano
909,2018-07-05,37.7982,-3.7879,Jaén
910,2018-07-07,40.2391,-3.8242,Madrid
911,2018-07-07,38.3584,-7.2297,Llanos de Olivenza
912,2018-07-08,37.5767,-5.9864,Sevilla
913,2018-07-08,38.323,-6.3672,Zafra - Río Bodión
914,2018-07-09,41.2364,0.0013,Zaragoza
915,2018-07-09,42.2157,2.5926,Girona
916,2018-07-09,37.638000000000005,-5.2663,Cordova
917,2018-07-10,40.3625,-3.4275,Cuenca del Henares
918,2018-07-10,40.3608,-3.4159,Cuenca del Henares
919,2018-07-10,43.5357,-8.1965,Corunna
920,2018-07-10,38.259,-5.5457,Badajoz
921,2018-07-10,38.255,-5.5258,Cordova
922,2018-07-10,38.2434,-5.5295,Cordova
923,2018-07-10,38.2475,-5.5489999999999995,Badajoz
924,2018-07-10,37.1955,-3.6465,Comarca de la Vega de Granada
925,2018-07-10,38.2555,-5.5241,Cordova
926,2018-07-10,38.2535,-5.5362,Badajoz
927,2018-07-10,38.2444,-5.5338,Cordova
928,2018-07-10,37.434,-5.7887,Sevilla
929,2018-07-10,37.5506,-4.8912,Cordova
930,2018-07-10,37.5416,-4.8889,Cordova
931,2018-07-10,38.2646,-5.5266,Cordova
932,2018-07-10,36.6557,-4.7791,Malaga
933,2018-07-10,36.6539,-4.7987,Malaga
934,2018-07-11,43.3735,-3.2219,Cantabria
935,2018-07-12,43.5565,-5.8998,Asturias
936,2018-07-12,42.5465,-6.6056,Leon
937,2018-07-12,37.3092,-5.1267,Sevilla
938,2018-07-12,41.5957,-0.8249,Zaragoza
939,2018-07-12,43.5181,-5.7349,Asturias
940,2018-07-13,37.0493,-3.7132,Comarca de la Vega de Granada
941,2018-07-14,43.2318,-2.7582,Amorebieta-Etxano
942,2018-07-14,42.839,-2.7369,Araba / Álava
943,2018-07-14,42.781000000000006,-4.25,Palencia
944,2018-07-14,40.4645,-3.6188,Madrid
945,2018-07-14,41.773,-2.4837,Soria
946,2018-07-14,41.7519,-1.1733,Zaragoza
947,2018-07-14,42.6913,-2.9126,Burgos
948,2018-07-14,37.8479,-4.6491,Cordova
949,2018-07-14,37.8569,-4.6467,Cordova
950,2018-07-14,37.855,-4.6351,Cordova
951,2018-07-14,37.846,-4.6374,Cordova
952,2018-07-14,37.2409,-5.8603,Sevilla
953,2018-07-14,40.3117,-3.8917,Madrid
954,2018-07-14,40.3008,-3.8881,Comarca Sur
955,2018-07-16,43.5223,-5.7267,Asturias
956,2018-07-16,38.6181,-1.0678,Altiplano
957,2018-07-16,37.7173,-2.6337,Comarca de Huéscar
958,2018-07-16,38.8193,0.0605,Alicante
959,2018-07-16,38.8141,0.0506,Alicante
960,2018-07-16,38.8175,0.0681,Alicante
961,2018-07-16,43.5242,-5.7287,Asturias
962,2018-07-16,43.518,-5.7301,Asturias
963,2018-07-16,43.5362,-5.8348,Asturias
964,2018-07-17,42.4778,-3.1417,Montes de Oca
965,2018-07-18,38.4889,-5.4676,Badajoz
966,2018-07-18,38.4762,-5.4518,Cordova
967,2018-07-18,38.4779,-5.4694,Cordova
968,2018-07-18,38.4871,-5.45,Cordova
969,2018-07-19,40.5547,0.637,Montsià
970,2018-07-19,40.9887,-5.6441,Salamanca
971,2018-07-19,37.3232,-6.2608,Sevilla
972,2018-07-19,36.889,-3.5410000000000004,Comarca del Valle de Lecrín
973,2018-07-19,37.039,-4.5272,Malaga
974,2018-07-19,38.7944,0.0558,Alicante
975,2018-07-20,37.6363,-5.4152,Sevilla
976,2018-07-20,37.6241,-5.4139,Sevilla
977,2018-07-21,35.8851,-5.3814,caïdat de Belyounech
978,2018-07-21,35.8894,-5.3606,Ceuta
979,2018-07-21,35.8772,-5.3576,Ceuta
980,2018-07-21,37.053000000000004,-3.7129,Comarca de la Vega de Granada
981,2018-07-21,37.3348,-5.4423,Sevilla
982,2018-07-21,37.0571,-3.7195,Comarca de la Vega de Granada
983,2018-07-21,37.0586,-3.7069,Comarca de la Vega de Granada
984,2018-07-21,37.0515,-3.7256,Comarca de la Vega de Granada
985,2018-07-22,37.3394,-5.4336,Sevilla
986,2018-07-22,37.0595,-3.7030000000000003,Comarca de la Vega de Granada
987,2018-07-22,38.7819,-7.0001,Tierra de Badajoz
988,2018-07-23,43.5378,-5.8284,Asturias
989,2018-07-23,43.5573,-5.9094,Asturias
990,2018-07-23,42.8381,-2.735,Araba / Álava
991,2018-07-23,42.861000000000004,-2.7035,Araba / Álava
992,2018-07-23,41.5041,2.0371,Barcelona
993,2018-07-24,40.5545,0.6235,Montsià
994,2018-07-25,42.5213,2.8123,Céret
995,2018-07-25,38.6351,-6.7389,Llanos de Olivenza
996,2018-07-25,38.6183,-6.731,Llanos de Olivenza
997,2018-07-26,41.0356,0.775,Ribera d'Ebre
998,2018-07-26,41.0273,0.7645,Tarragona
999,2018-07-26,40.3015,-4.7979,Comarca de Arenas de San Pedro
1000,2018-07-28,40.1806,-4.2473,Toledo
1001,2018-07-28,40.4298,-4.6404,Ávila
1002,2018-07-28,39.0375,-2.1895,Albacete
1003,2018-07-28,36.0511,-5.5128,Campo de Gibraltar
1004,2018-07-28,36.0484,-5.5255,Campo de Gibraltar
1005,2018-07-28,37.5283,-5.6497,Sevilla
1006,2018-07-29,39.6676,-7.6761,Castelo Branco
1007,2018-07-29,39.6578,-7.6848,Vila Velha de Ródão
1008,2018-07-29,39.6595,-7.6692,Vila Velha de Ródão
1009,2018-07-30,36.3569,-5.2521,Malaga
1010,2018-07-30,36.3449,-5.2207,Malaga
1011,2018-07-30,36.3485,-5.2585,Malaga
1012,2018-07-30,36.3602,-5.2571,Malaga
1013,2018-07-30,36.3435,-5.2349,Malaga
1014,2018-07-30,43.5281,-5.7306,Asturias
1015,2018-07-30,37.4376,-6.2212,Sevilla
1016,2018-07-30,37.4358,-6.2327,Sevilla
1017,2018-07-30,37.4448,-6.2349,Sevilla
1018,2018-07-31,39.7665,-4.6729,Toledo
1019,2018-07-31,39.7692,-4.6676,Toledo
1020,2018-08-01,42.2161,2.5965,Girona
1021,2018-08-01,38.6051,-0.6633,Alacant / Alicante
1022,2018-08-01,37.3297,-5.5388,Sevilla
1023,2018-08-01,37.3312,-5.5509,Sevilla
1024,2018-08-01,36.6594,-4.8326,Malaga
1025,2018-08-01,36.6638,-4.8304,Malaga
1026,2018-08-02,43.3186,-1.8901,Gipuzkoa
1027,2018-08-02,36.6539,-6.3222,Cádiz
1028,2018-08-02,36.645,-6.146,Cádiz
1029,2018-08-02,36.6468,-6.1345,Cádiz
1030,2018-08-02,39.18,-5.1303,Badajoz
1031,2018-08-02,43.5349,-5.8367,Asturias
1032,2018-08-02,37.742,-6.5676,Cuenca Minera
1033,2018-08-02,37.7437,-6.5483,Cuenca Minera
1034,2018-08-02,37.7322,-6.5471,Cuenca Minera
1035,2018-08-02,37.7517,-6.5878,Cuenca Minera
1036,2018-08-02,37.734,-6.5273,Cuenca Minera
