latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
37.071,-6.141,307.6,1.7,1.3,2019-10-17,1140,Terra,MODIS,16,6.0NRT,291.7,9.8,D
36.909,-6.145,315.9,1.7,1.3,2019-10-17,1140,Terra,MODIS,71,6.0NRT,299.6,15.6,D
37.218,-6.049,311.9,1.7,1.3,2019-10-17,1140,Terra,MODIS,34,6.0NRT,295.6,13.7,D
39.166,-0.332,312.2,1.2,1.1,2019-10-17,1320,Aqua,MODIS,66,6.0NRT,297.6,7.6,D
43.524,-5.738,306.4,1,1,2019-10-17,1320,Aqua,MODIS,48,6.0NRT,293.4,5.5,D
41.499,0.535,301,1.1,1,2019-10-18,1045,Terra,MODIS,37,6.0NRT,278.8,4.9,D
37.898,-7.396,325.5,1.8,1.3,2019-10-18,1405,Aqua,MODIS,76,6.0NRT,289.2,45.9,D
36.352,-5.266,380,2.4,1.5,2019-10-18,2150,Terra,MODIS,100,6.0NRT,294.2,556.8,N
36.355,-5.3,300.6,2.4,1.5,2019-10-18,2150,Terra,MODIS,6,6.0NRT,289.3,13.9,N
36.347,-5.292,376.4,2.4,1.5,2019-10-18,2150,Terra,MODIS,100,6.0NRT,293.9,509.5,N
36.341,-5.32,302.8,2.4,1.5,2019-10-18,2150,Terra,MODIS,44,6.0NRT,289.5,18.8,N
36.347,-5.269,384,2.4,1.5,2019-10-18,2150,Terra,MODIS,100,6.0NRT,296.6,617.9,N
36.341,-5.296,351.5,2.4,1.5,2019-10-18,2150,Terra,MODIS,100,6.0NRT,292.3,236.9,N
36.339,-5.262,303,2.4,1.5,2019-10-18,2150,Terra,MODIS,33,6.0NRT,290.2,18,N
36.348,-5.273,300.6,1.2,1.1,2019-10-19,0205,Aqua,MODIS,31,6.0NRT,289.7,6.6,N
