latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
43.1659,-3.6193,311.8,1.2,1.1,2019-01-01,1100,Terra,MODIS,72,6.3,283.3,18.6,D,0
42.097,-6.8933,302.4,1.8,1.3,2019-01-01,1100,Terra,MODIS,52,6.3,283.3,16.8,D,0
42.095,-6.8708,307.8,1.8,1.3,2019-01-01,1100,Terra,MODIS,66,6.3,282.7,24.2,D,0
39.2835,-0.5642,309.8,1,1,2019-01-01,1101,Terra,MODIS,69,6.3,287.1,10.5,D,0
42.0856,-6.8701,318.9,3.8,1.8,2019-01-01,1241,Aqua,MODIS,79,6.3,282.4,136.2,D,0
42.078,-6.9254,306.5,3.9,1.8,2019-01-01,1241,Aqua,MODIS,64,6.3,284.7,68.3,D,0
42.0727,-6.9181,309.7,3.9,1.8,2019-01-01,1241,Aqua,MODIS,69,6.3,284.4,83.9,D,0
42.091,-6.8782,320.9,3.8,1.8,2019-01-01,1241,Aqua,MODIS,81,6.3,282.5,150.1,D,0
42.0876,-6.8972,312.1,3.4,1.7,2019-01-01,1419,Aqua,MODIS,72,6.3,284.9,77.7,D,0
42.0816,-6.9013,306.6,3.4,1.7,2019-01-01,1419,Aqua,MODIS,64,6.3,284.4,54.5,D,0
42.0893,-6.8597,301.3,3.4,1.7,2019-01-01,1419,Aqua,MODIS,46,6.3,281.7,37.2,D,0
42.0832,-6.8631,303.9,3.4,1.7,2019-01-01,1419,Aqua,MODIS,57,6.3,282,45.1,D,0
42.1023,-6.8732,300.7,1.2,1.1,2019-01-02,0218,Aqua,MODIS,30,6.3,270.5,12,N,0
42.8816,-5.6649,306.6,1.4,1.2,2019-01-02,1143,Terra,MODIS,64,6.3,283.6,16.1,D,0
42.0196,-2.4131,301,2.1,1.4,2019-01-02,1143,Terra,MODIS,44,6.3,282,21.1,D,0
42.0255,-2.4395,312.7,2.1,1.4,2019-01-02,1143,Terra,MODIS,73,6.3,282,43.6,D,0
39.332,-5.3469,340.7,1,1,2019-01-02,1323,Aqua,MODIS,80,6.3,286.1,49.3,D,0
37.9869,-3.166,303.6,1,1,2019-01-02,1323,Aqua,MODIS,56,6.3,289.4,6,D,0
37.9885,-3.1548,300.1,1,1,2019-01-02,1323,Aqua,MODIS,29,6.3,288.6,4.1,D,0
37.5454,-5.1663,305.5,1.1,1,2019-01-02,1323,Aqua,MODIS,62,6.3,293.5,5.5,D,0
37.6358,-4.5928,303.9,1,1,2019-01-02,1323,Aqua,MODIS,57,6.3,288.2,5.8,D,0
37.6376,-4.5812,301.1,1,1,2019-01-02,1323,Aqua,MODIS,44,6.3,288.1,4.4,D,0
39.3301,-5.3588,337.4,1,1,2019-01-02,1323,Aqua,MODIS,79,6.3,286.1,43.7,D,0
38.9577,-5.7698,315.5,1.1,1,2019-01-02,1323,Aqua,MODIS,76,6.3,286,16.4,D,0
42.0226,-2.4368,301.5,1.1,1,2019-01-02,1324,Aqua,MODIS,48,6.3,282.1,7.7,D,0
42.8763,-5.6712,307.4,1,1,2019-01-02,1324,Aqua,MODIS,65,6.3,287.3,10.4,D,0
42.9551,-5.4245,321.4,2.2,1.4,2019-01-03,1047,Terra,MODIS,81,6.3,280.9,72.5,D,0
42.957,-5.4522,311.6,2.2,1.5,2019-01-03,1047,Terra,MODIS,71,6.3,280.9,44.9,D,0
42.9444,-5.4345,321.3,2.2,1.4,2019-01-03,1048,Terra,MODIS,56,6.3,280.8,65.6,D,0
41.9844,-6.8987,334.5,2.2,1.4,2019-01-03,1407,Aqua,MODIS,89,6.3,286.8,114.8,D,0
41.986,-6.8756,321.8,2.2,1.4,2019-01-03,1407,Aqua,MODIS,81,6.3,284.8,67.2,D,0
41.9715,-6.8968,300.5,2.2,1.4,2019-01-03,1407,Aqua,MODIS,12,6.3,285.3,14.4,D,0
41.9836,-6.879,329.8,2.2,1.4,2019-01-03,1407,Aqua,MODIS,86,6.3,285.8,92.6,D,0
42.015,-6.9909,303.4,2.2,1.4,2019-01-03,1407,Aqua,MODIS,56,6.3,284.5,21.9,D,0
41.982,-6.9031,320.9,2.2,1.4,2019-01-03,1407,Aqua,MODIS,80,6.3,286.8,60.1,D,0
43.043,-6.3865,306.2,1.9,1.3,2019-01-03,2154,Terra,MODIS,67,6.3,274.8,30.7,N,0
42.4932,-8.3979,322.8,2.5,1.5,2019-01-03,2154,Terra,MODIS,100,6.3,276.8,99.4,N,0
41.9247,-7.0456,302.4,2.2,1.4,2019-01-03,2154,Terra,MODIS,49,6.3,275.7,31.8,N,0
43.1961,-3.707,300.6,1.2,1.1,2019-01-04,0205,Aqua,MODIS,31,6.3,273.3,11.7,N,0
43.1953,-3.7007,309,1.2,1.1,2019-01-04,0205,Aqua,MODIS,76,6.3,273.3,18.6,N,0
40.4326,-5.2453,305.2,1.4,1.2,2019-01-04,0206,Aqua,MODIS,63,6.3,267.3,19.4,N,0
43.1433,-3.4981,327,1.2,1.1,2019-01-04,1130,Terra,MODIS,85,6.3,280.4,39.1,D,0
43.1407,-3.4837,304.1,1.2,1.1,2019-01-04,1130,Terra,MODIS,58,6.3,283.3,12.7,D,0
43.2312,-3.7573,304.3,1.2,1.1,2019-01-04,1130,Terra,MODIS,58,6.3,280.6,12.1,D,0
43.2287,-3.7436,302.7,1.2,1.1,2019-01-04,1130,Terra,MODIS,53,6.3,280.4,10.9,D,0
43.1898,-3.6961,314.4,1.2,1.1,2019-01-04,1130,Terra,MODIS,75,6.3,280.7,20.5,D,0
40.4335,-5.2406,310,1.1,1.1,2019-01-04,1131,Terra,MODIS,69,6.3,284.6,14.9,D,0
41.9546,-8.5399,328.3,1,1,2019-01-04,1131,Terra,MODIS,86,6.3,285,29.8,D,0
40.4359,-5.2542,316.5,1.1,1.1,2019-01-04,1131,Terra,MODIS,77,6.3,284.8,21.5,D,0
41.9563,-8.5519,322.8,1,1,2019-01-04,1131,Terra,MODIS,82,6.3,285,23.7,D,0
41.9931,-6.867,313.4,1,1,2019-01-04,1131,Terra,MODIS,74,6.3,281.6,15.1,D,0
42.0748,-6.9754,315.8,1,1,2019-01-04,1131,Terra,MODIS,76,6.3,281.3,17.1,D,0
38.802,-6.818,301.1,1.1,1,2019-01-04,1132,Terra,MODIS,42,6.3,283.4,6.2,D,0
38.4674,-2.0545,303.8,1,1,2019-01-04,1310,Aqua,MODIS,57,6.3,286,7.1,D,0
37.6848,-1.188,300.9,1,1,2019-01-04,1310,Aqua,MODIS,43,6.3,288.2,4.4,D,0
37.7632,-1.7032,300.1,1,1,2019-01-04,1310,Aqua,MODIS,25,6.3,289.1,4.2,D,0
38.4216,-0.7172,304,1,1,2019-01-04,1310,Aqua,MODIS,58,6.3,288.2,6.1,D,0
38.4549,-2.0146,304.7,1,1,2019-01-04,1310,Aqua,MODIS,60,6.3,285.9,7.7,D,0
39.3634,-2.4704,304.3,1.1,1,2019-01-04,1311,Aqua,MODIS,59,6.3,285.1,7.6,D,0
42.8116,0.6254,304.2,1.1,1,2019-01-04,1311,Aqua,MODIS,58,6.3,282.7,10.3,D,0
41.7326,-4.5475,300.1,1.2,1.1,2019-01-04,1311,Aqua,MODIS,25,6.3,282,7.6,D,0
39.918,-2.8357,308,1.1,1,2019-01-04,1311,Aqua,MODIS,63,6.3,288.7,9.3,D,0
39.9089,-2.8332,310.8,1.1,1,2019-01-04,1311,Aqua,MODIS,67,6.3,287.8,11.6,D,0
39.9109,-2.8209,346.3,1.1,1,2019-01-04,1311,Aqua,MODIS,89,6.3,288.1,60.7,D,0
39.6595,-2.8159,301.6,1.1,1,2019-01-04,1311,Aqua,MODIS,39,6.3,285.4,5.6,D,0
39.6504,-2.8134,302.3,1.1,1,2019-01-04,1311,Aqua,MODIS,42,6.3,284.8,6,D,0
38.7771,-7.076,300.1,1.7,1.3,2019-01-04,1311,Aqua,MODIS,27,6.3,287.3,11,D,0
39.4274,-2.425,339.1,1.1,1,2019-01-04,1311,Aqua,MODIS,86,6.3,288.5,45.3,D,0
39.3615,-2.4824,313.5,1.1,1,2019-01-04,1311,Aqua,MODIS,74,6.3,284.1,14.5,D,0
43.2312,-3.758,300.3,1,1,2019-01-04,1312,Aqua,MODIS,28,6.3,278.9,6.5,D,0
42.9765,-5.7292,337.9,1.2,1.1,2019-01-04,1312,Aqua,MODIS,91,6.3,282.3,57.1,D,0
42.974,-5.7429,309.4,1.2,1.1,2019-01-04,1312,Aqua,MODIS,68,6.3,282,14.9,D,0
42.9861,-5.7329,304,1.2,1.1,2019-01-04,1312,Aqua,MODIS,55,6.3,281.9,10.5,D,0
43.1353,-3.4916,331.7,1,1,2019-01-04,1312,Aqua,MODIS,88,6.3,284.2,36.5,D,0
43.1333,-3.504,320,1,1,2019-01-04,1312,Aqua,MODIS,80,6.3,279.2,22.4,D,0
43.1863,-3.6983,302.5,1,1,2019-01-04,1312,Aqua,MODIS,53,6.3,278.6,7.5,D,0
43.1843,-3.7105,303.5,1,1,2019-01-04,1312,Aqua,MODIS,56,6.3,279,8,D,0
42.9507,-5.1651,301.2,1.2,1.1,2019-01-04,1312,Aqua,MODIS,45,6.3,282.4,7.8,D,0
43.2456,-3.6689,300.7,1,1,2019-01-04,1312,Aqua,MODIS,41,6.3,280.2,7.4,D,0
42.0506,-8.2536,309,1,1,2019-01-04,2237,Terra,MODIS,76,6.3,274.7,13.7,N,0
42.2132,-7.361,330.4,1.1,1,2019-01-04,2237,Terra,MODIS,100,6.3,276.9,37.2,N,0
42.2116,-7.3738,319.5,1.1,1,2019-01-04,2237,Terra,MODIS,99,6.3,276.2,24.1,N,0
38.198,-5.8907,301.4,1.5,1.2,2019-01-05,1353,Aqua,MODIS,47,6.3,287.9,8.9,D,0
41.7418,-7.6713,300.1,1.3,1.1,2019-01-05,1354,Aqua,MODIS,25,6.3,285,7.9,D,0
41.8336,-7.8742,300.5,1.3,1.1,2019-01-05,1354,Aqua,MODIS,38,6.3,285.3,7.3,D,0
41.8353,-7.8577,300.8,1.3,1.1,2019-01-05,1354,Aqua,MODIS,42,6.3,286.5,7.6,D,0
42.8677,-3.9644,301.3,2.2,1.4,2019-01-05,1355,Aqua,MODIS,46,6.3,283.3,20,D,0
42.5476,-3.1289,303.6,1,1,2019-01-06,1118,Terra,MODIS,56,6.3,281.3,8.7,D,0
43.0665,-5.1018,313,1,1,2019-01-06,1118,Terra,MODIS,73,6.3,282.8,14.8,D,0
39.6462,-3.788,300.6,1,1,2019-01-06,1119,Terra,MODIS,39,6.3,287.3,5.2,D,0
38.9164,-3.8079,303.6,1.1,1,2019-01-06,1119,Terra,MODIS,56,6.3,281.7,8.4,D,0
38.1628,-4.4271,302.4,1,1,2019-01-06,1119,Terra,MODIS,52,6.3,286.5,7.2,D,0
39.9498,-3.4294,300.3,1.1,1,2019-01-06,1119,Terra,MODIS,34,6.3,283.4,6,D,0
38.6133,-0.6793,300.4,1.2,1.1,2019-01-06,1258,Aqua,MODIS,36,6.3,289,5.3,D,0
41.9353,-6.7868,300.9,2.1,1.4,2019-01-06,1259,Aqua,MODIS,43,6.3,286,18.2,D,0
41.9408,-6.767,300.9,2.1,1.4,2019-01-06,1259,Aqua,MODIS,42,6.3,286,18,D,0
43.0742,-5.1282,310.1,1.6,1.2,2019-01-06,1300,Aqua,MODIS,70,6.3,283.7,24.3,D,0
42.7097,0.8794,303.3,1.8,1.3,2019-01-06,2224,Terra,MODIS,55,6.3,268.4,27,N,0
42.2563,-6.7183,329.2,1,1,2019-01-06,2225,Terra,MODIS,100,6.3,273.6,33,N,0
42.2788,-6.7555,309.7,1,1,2019-01-06,2225,Terra,MODIS,78,6.3,270.8,15,N,0
42.2528,-6.742,306.5,1,1,2019-01-06,2225,Terra,MODIS,68,6.3,271.7,12.6,N,0
43.1349,-6.4013,302.2,1,1,2019-01-06,2225,Terra,MODIS,43,6.3,272.8,8.8,N,0
43.1455,-6.3917,306.1,1,1,2019-01-06,2225,Terra,MODIS,61,6.3,275.5,11.2,N,0
43.1334,-6.4763,305,1,1,2019-01-06,2225,Terra,MODIS,63,6.3,271.6,11.8,N,0
43.1367,-6.3893,303,1,1,2019-01-06,2225,Terra,MODIS,41,6.3,275.2,9.2,N,0
42.2546,-6.7301,315,1,1,2019-01-06,2225,Terra,MODIS,90,6.3,272,18.6,N,0
42.2582,-6.7286,303.3,1,1,2019-01-07,0236,Aqua,MODIS,55,6.3,271.3,11,N,0
43.0928,-6.1333,306.8,1,1,2019-01-07,0236,Aqua,MODIS,69,6.3,273.3,13,N,0
43.0909,-6.1212,319.5,1,1,2019-01-07,0236,Aqua,MODIS,99,6.3,275.4,23.5,N,0
42.2802,-6.7537,314.2,1,1,2019-01-07,0236,Aqua,MODIS,89,6.3,271.4,18.4,N,0
42.2563,-6.7163,306.8,1,1,2019-01-07,0236,Aqua,MODIS,69,6.3,272,13.1,N,0
43.0904,-6.1312,312.3,2.2,1.4,2019-01-07,1201,Terra,MODIS,72,6.3,283.3,46.9,D,0
43.0241,-6.1964,317.8,2.2,1.4,2019-01-07,1201,Terra,MODIS,78,6.3,283.7,60.6,D,0
43.0224,-6.1916,317.8,2.2,1.4,2019-01-07,1201,Terra,MODIS,78,6.3,283.2,57.4,D,0
36.8437,-3.2798,300.8,1.3,1.1,2019-01-07,1341,Aqua,MODIS,37,6.3,288.4,6.2,D,0
41.8628,-7.7752,316.4,1,1,2019-01-07,1342,Aqua,MODIS,77,6.3,286.3,16.8,D,0
41.8644,-7.763,306.5,1,1,2019-01-07,1342,Aqua,MODIS,64,6.3,286.5,9,D,0
41.8084,-7.976,333.3,1,1,2019-01-07,1342,Aqua,MODIS,83,6.3,288.6,34,D,0
41.7994,-7.9736,324.1,1,1,2019-01-07,1342,Aqua,MODIS,78,6.3,290,23.1,D,0
41.8075,-7.9132,302.8,1,1,2019-01-07,1342,Aqua,MODIS,54,6.3,287.8,6.5,D,0
41.7989,-7.918,302.7,1,1,2019-01-07,1342,Aqua,MODIS,53,6.3,287.8,6,D,0
41.7734,-7.7606,320.2,1,1,2019-01-07,1342,Aqua,MODIS,60,6.3,286.5,20.7,D,0
41.775,-7.7483,301.9,1,1,2019-01-07,1342,Aqua,MODIS,47,6.3,285.6,6.5,D,0
42.707,0.8593,333.6,2.8,1.6,2019-01-07,1342,Aqua,MODIS,89,6.3,285,164.9,D,0
42.7089,0.8933,322.5,2.8,1.6,2019-01-07,1342,Aqua,MODIS,82,6.3,280.2,105.6,D,0
42.2775,-6.7568,301,1.1,1,2019-01-07,1342,Aqua,MODIS,44,6.3,283.7,7,D,0
42.8913,-0.5168,305,2.3,1.5,2019-01-07,1342,Aqua,MODIS,0,6.3,280,34.7,D,0
42.8868,-0.5213,300.8,2.3,1.5,2019-01-07,1342,Aqua,MODIS,28,6.3,278,25.1,D,0
43.1195,-4.3862,326.6,1.4,1.2,2019-01-07,1342,Aqua,MODIS,85,6.3,278.1,46.9,D,0
43.0228,-6.2042,303.6,1.2,1.1,2019-01-07,1342,Aqua,MODIS,57,6.3,286,8.3,D,0
43.0837,-6.1349,313.3,1.2,1.1,2019-01-07,1342,Aqua,MODIS,63,6.3,289.5,16.6,D,0
42.7124,0.8815,334.3,2.8,1.6,2019-01-07,1342,Aqua,MODIS,84,6.3,281.4,169.1,D,0
43.415,-6.605,302.4,1.1,1.1,2019-01-07,1343,Aqua,MODIS,52,6.3,282.9,9.3,D,0
42.2533,-6.7427,300.6,1.4,1.2,2019-01-08,1106,Terra,MODIS,38,6.3,279.7,9.9,D,0
42.0404,-8.1114,305.2,1.7,1.3,2019-01-08,1106,Terra,MODIS,61,6.3,284.9,17.2,D,0
42.247,-6.7317,303.4,1.4,1.2,2019-01-08,1106,Terra,MODIS,49,6.3,280.9,11.8,D,0
42.2488,-6.7495,305.3,1.4,1.2,2019-01-08,1106,Terra,MODIS,58,6.3,279.3,14,D,0
42.2425,-6.743,305.1,1.4,1.2,2019-01-08,1106,Terra,MODIS,57,6.3,279.3,13.8,D,0
42.2516,-6.7259,306.5,1.4,1.2,2019-01-08,1106,Terra,MODIS,64,6.3,282.2,15.4,D,0
43.5272,-5.7267,314.9,1.3,1.1,2019-01-08,1106,Terra,MODIS,75,6.3,280.3,25,D,2
38.7297,-0.7392,301.5,1.1,1,2019-01-08,1107,Terra,MODIS,41,6.3,283.6,7.1,D,0
36.5637,-5.8022,302.8,1.1,1.1,2019-01-08,1108,Terra,MODIS,54,6.3,288.2,6.7,D,0
39.687,2.8939,300.1,1.1,1,2019-01-08,1246,Aqua,MODIS,29,6.3,288.3,4.8,D,0
42.9585,-5.1731,300,1.1,1,2019-01-08,2212,Terra,MODIS,12,6.3,273.6,9.3,N,0
42.9273,-5.7152,341.6,1.1,1,2019-01-08,2212,Terra,MODIS,100,6.3,277.5,57.6,N,0
43.1852,-6.7114,306.8,1.2,1.1,2019-01-08,2213,Terra,MODIS,69,6.3,275.1,15,N,0
43.1734,-6.7219,316.4,1.2,1.1,2019-01-08,2213,Terra,MODIS,93,6.3,274.5,23,N,0
43.07,-6.4707,318.5,1.1,1.1,2019-01-08,2213,Terra,MODIS,97,6.3,273.1,26.8,N,0
43.1829,-6.7248,305.4,1.2,1.1,2019-01-08,2213,Terra,MODIS,64,6.3,275.4,13.7,N,0
43.1727,-6.7412,357.7,1.1,1,2019-01-09,0224,Aqua,MODIS,100,6.3,277.6,95.1,N,0
43.1786,-6.7126,303.6,1.1,1,2019-01-09,0224,Aqua,MODIS,56,6.3,272,11.4,N,0
43.0855,-6.1165,301.5,1,1,2019-01-09,0224,Aqua,MODIS,42,6.3,271.7,10.7,N,0
43.1662,-6.7354,348,1.1,1,2019-01-09,0224,Aqua,MODIS,100,6.3,277.1,71.7,N,0
43.168,-6.7496,304.1,1.1,1,2019-01-09,0224,Aqua,MODIS,59,6.3,273.6,12.6,N,0
43.171,-6.7275,341.5,1.1,1,2019-01-09,0224,Aqua,MODIS,100,6.3,275.2,56.2,N,0
42.2326,-6.7515,304.6,1.5,1.2,2019-01-09,1149,Terra,MODIS,59,6.3,281.1,15.9,D,0
41.974,-8.2968,316.8,1.3,1.1,2019-01-09,1149,Terra,MODIS,77,6.3,284.1,23.7,D,0
37.4419,-5.12,301.5,1,1,2019-01-09,1329,Aqua,MODIS,46,6.3,291.2,3.9,D,0
37.1971,-3.6614,307.6,1,1,2019-01-09,1329,Aqua,MODIS,66,6.3,289,8.1,D,2
38.7998,-6.8258,307.6,1,1,2019-01-09,1329,Aqua,MODIS,66,6.3,286.8,8.7,D,0
38.8878,-6.2629,309.5,1,1,2019-01-09,1329,Aqua,MODIS,69,6.3,287.4,9.9,D,0
38.886,-6.2746,311.5,1,1,2019-01-09,1329,Aqua,MODIS,71,6.3,288.1,11.3,D,0
37.4931,-6.239,301.6,1,1,2019-01-09,1329,Aqua,MODIS,34,6.3,289.8,3.9,D,0
42.2377,-6.7489,301.4,1,1,2019-01-09,1330,Aqua,MODIS,46,6.3,279.9,6.6,D,0
41.9623,-8.4428,305.4,1.1,1,2019-01-09,1330,Aqua,MODIS,61,6.3,286.7,9.6,D,0
42.227,-6.7585,350.9,1,1,2019-01-09,1330,Aqua,MODIS,96,6.3,286.2,67,D,0
42.2288,-6.7465,351.8,1,1,2019-01-09,1330,Aqua,MODIS,97,6.3,284.9,68.9,D,0
41.8425,-7.9114,306.5,1.5,1.2,2019-01-09,2255,Terra,MODIS,68,6.3,274.5,23.2,N,0
42.2231,-6.7458,309.2,2.2,1.4,2019-01-10,0307,Aqua,MODIS,77,6.3,269,46.7,N,0
42.2191,-6.7592,338.9,2.1,1.4,2019-01-10,1054,Terra,MODIS,91,6.3,278.9,136.1,D,0
42.0066,-8.5833,312.3,2.7,1.6,2019-01-10,1054,Terra,MODIS,72,6.3,280.3,62.4,D,0
42.2317,-6.7551,335.7,2.1,1.4,2019-01-10,1054,Terra,MODIS,90,6.3,280.3,121.2,D,0
42.2337,-6.7824,303.4,2.1,1.4,2019-01-10,1054,Terra,MODIS,53,6.3,278,25.8,D,0
38.2586,-1.645,306.1,1.1,1,2019-01-10,1055,Terra,MODIS,63,6.3,284.4,10,D,0
42.3573,-1.7154,313.4,2.4,1.5,2019-01-10,1235,Aqua,MODIS,74,6.3,280.2,54.4,D,0
42.3615,-1.7102,320.5,2.4,1.5,2019-01-10,1235,Aqua,MODIS,80,6.3,280.6,72.6,D,0
42.2251,-6.7623,312.6,4.6,2,2019-01-10,1235,Aqua,MODIS,73,6.3,277.1,131.1,D,0
42.2251,-6.7711,311.8,4.6,2,2019-01-10,1235,Aqua,MODIS,72,6.3,276.9,131.9,D,0
42.3638,-1.6879,303.3,2.4,1.5,2019-01-10,1235,Aqua,MODIS,55,6.3,279,30.4,D,0
42.224,-6.7624,328.8,2.8,1.6,2019-01-10,1413,Aqua,MODIS,86,6.3,282.4,136.8,D,0
42.2221,-6.7968,301.7,2.8,1.6,2019-01-10,1413,Aqua,MODIS,48,6.3,280.1,34.1,D,0
42.2202,-6.7922,311.6,2.8,1.6,2019-01-10,1413,Aqua,MODIS,72,6.3,280.2,60.7,D,0
42.2223,-6.7578,327.6,2.8,1.6,2019-01-10,1413,Aqua,MODIS,85,6.3,282.1,129.1,D,0
41.9667,-8.4392,300.2,2.2,1.4,2019-01-10,1413,Aqua,MODIS,32,6.3,284.1,19,D,0
41.1737,1.2544,302.7,3,1.6,2019-01-11,1137,Terra,MODIS,48,6.3,279.4,34.9,D,0
41.1819,1.2215,309.3,2.9,1.6,2019-01-11,1137,Terra,MODIS,68,6.3,281,53.8,D,2
42.1674,-6.9642,304.6,1.1,1,2019-01-11,1137,Terra,MODIS,59,6.3,279.7,10.5,D,0
41.1734,1.2477,306.2,3,1.6,2019-01-11,1137,Terra,MODIS,63,6.3,279.7,48.6,D,0
41.1816,1.2145,301.1,2.9,1.6,2019-01-11,1137,Terra,MODIS,44,6.3,281.2,33.3,D,2
36.6715,-5.8164,304.9,1.4,1.2,2019-01-11,1316,Aqua,MODIS,60,6.3,288.5,10.2,D,0
40.0015,-4.1787,300.2,1.1,1,2019-01-11,1317,Aqua,MODIS,31,6.3,285.2,5.1,D,0
39.8454,-4.513,307.5,1.1,1,2019-01-11,1317,Aqua,MODIS,65,6.3,282.5,10.9,D,0
39.8474,-4.5007,310.4,1.1,1,2019-01-11,1317,Aqua,MODIS,70,6.3,283.1,13,D,0
39.8684,-4.3142,300.5,1.1,1,2019-01-11,1317,Aqua,MODIS,36,6.3,284.2,5.9,D,0
39.6207,-2.812,301.6,1,1,2019-01-11,1317,Aqua,MODIS,48,6.3,284.2,5.9,D,0
38.9191,-5.9825,322.7,1.3,1.1,2019-01-11,1317,Aqua,MODIS,82,6.3,285.6,30.5,D,0
38.9177,-5.9918,308.5,1.3,1.1,2019-01-11,1317,Aqua,MODIS,57,6.3,284.1,12.7,D,0
38.9202,-5.9775,327.5,1.3,1.1,2019-01-11,1317,Aqua,MODIS,85,6.3,285.3,37,D,0
38.7024,-3.7256,310.4,1.1,1,2019-01-11,1317,Aqua,MODIS,66,6.3,282.4,12.4,D,0
39.9459,-4.6377,300.9,1.1,1,2019-01-11,1317,Aqua,MODIS,43,6.3,284.1,6.2,D,0
42.9993,-5.5616,300.2,1.1,1,2019-01-11,1318,Aqua,MODIS,31,6.3,275.7,8.4,D,0
41.9773,-8.2966,309.7,1.4,1.2,2019-01-11,1318,Aqua,MODIS,69,6.3,282.6,19.8,D,0
42.1724,-6.9707,307.8,1.2,1.1,2019-01-11,1318,Aqua,MODIS,66,6.3,280.1,14.6,D,0
42.1602,-6.9818,301,1.2,1.1,2019-01-11,1318,Aqua,MODIS,39,6.3,281.2,8.7,D,0
42.1628,-6.9673,327.7,1.2,1.1,2019-01-11,1318,Aqua,MODIS,85,6.3,282.8,38.5,D,0
41.7473,-8.2966,319.9,1.1,1,2019-01-11,2243,Terra,MODIS,99,6.3,278.4,24.8,N,0
41.7565,-8.2993,326.8,1.1,1,2019-01-11,2243,Terra,MODIS,100,6.3,274.9,33.3,N,0
42.0694,-8.1484,309.8,1.5,1.2,2019-01-12,1401,Aqua,MODIS,69,6.3,282.1,23.3,D,0
42.0678,-8.1663,304.2,1.5,1.2,2019-01-12,1401,Aqua,MODIS,58,6.3,282,16.3,D,0
42.0754,-8.1463,309.2,3.1,1.7,2019-01-12,2148,Terra,MODIS,47,6.3,273.2,67.3,N,0
42.0674,-8.1775,303.5,3.1,1.7,2019-01-12,2148,Terra,MODIS,55,6.3,272.7,53.5,N,0
42.0767,-8.14,301.2,3.1,1.7,2019-01-12,2148,Terra,MODIS,39,6.3,273,46.8,N,0
42.0658,-8.1492,308.2,2.5,1.5,2019-01-13,0159,Aqua,MODIS,74,6.3,270.4,54.5,N,0
43.2825,-6.7374,306.2,1,1,2019-01-13,1124,Terra,MODIS,59,6.3,279,10.4,D,0
43.2808,-6.7252,301.8,1,1,2019-01-13,1124,Terra,MODIS,49,6.3,278.4,7.9,D,0
39.2893,-5.1951,301.7,1.1,1,2019-01-13,1125,Terra,MODIS,37,6.3,280.5,7.4,D,0
39.3952,-5.676,302.6,1,1,2019-01-13,1125,Terra,MODIS,53,6.3,283.3,7.6,D,0
41.7744,-7.9166,304.1,1,1,2019-01-13,1125,Terra,MODIS,58,6.3,279.1,9.3,D,0
42.0196,-8.1691,305,1.1,1,2019-01-13,1125,Terra,MODIS,60,6.3,285.4,9.3,D,0
37.5825,-5.2159,300.4,1.1,1,2019-01-13,1126,Terra,MODIS,36,6.3,285.1,5.6,D,0
38.7193,-0.7368,328.6,1.1,1,2019-01-13,1304,Aqua,MODIS,81,6.3,286.7,30.8,D,0
39.8472,-2.4227,301.1,1.2,1.1,2019-01-13,1305,Aqua,MODIS,44,6.3,287.5,6.5,D,0
39.845,-2.4169,303,1.2,1.1,2019-01-13,1305,Aqua,MODIS,54,6.3,287.6,7.2,D,0
42.6808,-7.1548,320.6,1.7,1.3,2019-01-13,1306,Aqua,MODIS,80,6.3,281,46,D,0
42.6846,-7.1519,330.1,1.7,1.3,2019-01-13,1306,Aqua,MODIS,87,6.3,282.4,71.9,D,0
42.6888,-7.1315,312,1.7,1.3,2019-01-13,1306,Aqua,MODIS,72,6.3,282.4,31.1,D,0
43.3115,-6.7341,312.7,1.6,1.2,2019-01-13,1306,Aqua,MODIS,73,6.3,283.3,26.3,D,0
43.3079,-6.7521,309.9,1.6,1.2,2019-01-13,1306,Aqua,MODIS,69,6.3,281.7,22.5,D,0
42.6849,-7.1355,323,1.7,1.3,2019-01-13,1306,Aqua,MODIS,82,6.3,283.2,51.6,D,0
42.9892,-6.2177,320.6,1.1,1.1,2019-01-14,0242,Aqua,MODIS,100,6.3,274.6,28.1,N,0
42.9915,-6.231,324.8,1.1,1.1,2019-01-14,0242,Aqua,MODIS,100,6.3,273.9,33.3,N,0
42.2668,-6.2645,310.5,2.8,1.6,2019-01-14,1207,Terra,MODIS,70,6.3,284.1,56.5,D,0
42.2783,-6.2655,301.6,2.8,1.6,2019-01-14,1207,Terra,MODIS,48,6.3,284.5,30.5,D,0
39.0429,-5.8497,304.6,1.3,1.1,2019-01-14,1347,Aqua,MODIS,59,6.3,286.7,9.3,D,0
38.839,-7.1016,300.5,1.1,1.1,2019-01-14,1347,Aqua,MODIS,31,6.3,288.2,4.3,D,0
38.9337,-5.9115,311.5,1.3,1.1,2019-01-14,1347,Aqua,MODIS,71,6.3,289.5,14.2,D,0
42.2832,-6.2782,301.6,1.3,1.1,2019-01-14,1348,Aqua,MODIS,48,6.3,284.8,9.9,D,0
41.8235,-7.8311,300.1,1.1,1.1,2019-01-14,1348,Aqua,MODIS,28,6.3,285.7,6,D,0
40.3597,-5.6507,302.9,1.3,1.1,2019-01-14,1348,Aqua,MODIS,54,6.3,282.9,10.4,D,0
